Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
2	0.6000	0.4222	0.8696	0.6818
4	0.7333	0.9111	0.4348	0.6818
6	0.4111	0.3333	0.4583	0.5238
9	0.4222	0.4889	0.4583	0.2381
11	0.5667	0.7111	0.4783	0.3636
12	0.4556	0.4222	0.6667	0.3333
13	0.5889	0.5778	0.7826	0.4091
15	0.7889	0.8889	0.6087	0.7727
16	0.6556	0.6667	0.5455	0.7391
17	0.4778	0.4667	0.6087	0.3636
18	0.3889	0.4667	0.2273	0.3913
19	0.5333	0.6000	0.3913	0.5455
21	0.4667	0.4444	0.1667	0.8571
23	0.5333	0.4222	0.5909	0.6957
24	0.3000	0.1333	0.2273	0.6957
25	0.7667	0.9556	0.6818	0.4783
26	0.4778	0.5333	0.5833	0.2381
32	0.7222	0.7556	0.7143	0.6667
36	0.6000	0.7333	0.4783	0.4545
37	0.3864	0.4889	0.5000	0.0476
38	0.4444	0.4889	0.3478	0.4545
43	0.6889	0.7778	0.6087	0.5909
45	0.6889	0.8222	0.8261	0.2727
46	0.4111	0.2889	0.3913	0.6818
47	0.4000	0.3333	0.5000	0.4286
49	0.6556	0.9778	0.1304	0.5455
50	0.5556	0.6889	0.3043	0.5455
51	0.3778	0.3333	0.5833	0.2381
53	0.4222	0.3778	0.5455	0.3913
56	0.5000	0.3333	0.6818	0.6522
57	0.5333	0.5556	0.4583	0.5714
58	0.4444	0.4222	0.5833	0.3333
61	0.5444	0.6889	0.1818	0.6087
63	0.4778	0.6000	0.2727	0.4348
64	0.5506	0.5778	0.3478	0.7143
67	0.4000	0.4667	0.3182	0.3478
69	0.6889	0.8667	0.5000	0.5238
73	0.6322	0.7556	0.5238	0.4762
74	0.4545	0.4667	0.5455	0.3333
76	0.3678	0.4222	0.4762	0.1429
80	0.6556	0.7111	0.4783	0.7273
81	0.4444	0.5556	0.5000	0.1739
83	0.6556	0.8444	0.5455	0.3913
86	0.5000	0.3778	0.5909	0.6522
87	0.4222	0.3556	0.5000	0.4783
89	0.4667	0.6444	0.3333	0.2381
91	0.5222	0.5778	0.5455	0.3913
96	0.4111	0.5556	0.3043	0.2273
99	0.3889	0.4222	0.3182	0.3913
101	0.4000	0.2444	0.7727	0.3478
102	0.7241	0.7111	0.9048	0.5714
108	0.4222	0.5333	0.1818	0.4348
