Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5778	0.6000	0.4783	0.6364
3	0.2556	0.2667	0.3478	0.1364
5	0.4778	0.5333	0.2857	0.5417
7	0.7333	0.7111	0.6957	0.8182
8	0.4778	0.5556	0.5000	0.3043
10	0.6111	0.6000	0.5833	0.6667
14	0.5000	0.4000	0.2727	0.9130
20	0.5667	0.5778	0.6522	0.4545
22	0.5222	0.5333	0.3636	0.6522
27	0.4556	0.5111	0.3478	0.4545
28	0.5111	0.5333	0.5000	0.4783
29	0.8222	0.7778	0.7826	0.9545
30	0.4778	0.4889	0.4167	0.5238
31	0.5222	0.4222	0.5455	0.6957
33	0.6333	0.6222	0.4783	0.8182
34	0.7159	0.5111	1.0000	0.8636
35	0.5111	0.5111	1.0000	0.0435
39	0.4444	0.6667	0.2174	0.2273
40	0.4222	0.5778	0.3333	0.2083
41	0.5056	0.5111	0.6087	0.3810
42	0.7000	0.8000	0.8182	0.3913
44	0.5889	0.6000	0.7273	0.4348
48	0.6778	0.6444	0.5455	0.8696
52	0.7222	0.6889	0.8750	0.6190
54	0.7222	0.7556	0.6957	0.6818
55	0.8000	0.9111	0.6957	0.6818
59	0.4444	0.5556	0.0833	0.6190
60	0.7000	0.5778	0.8261	0.8182
62	0.8667	0.9333	0.7391	0.8636
65	0.5333	0.6444	0.5833	0.2381
66	0.3222	0.3111	0.1364	0.5217
68	0.4667	0.4000	0.6818	0.3913
70	0.6444	0.5556	0.8636	0.6087
71	0.7111	0.8222	0.7727	0.4348
72	0.7045	0.6000	0.7273	0.9048
75	0.6111	0.5556	0.5000	0.8261
77	0.5222	0.6444	0.6190	0.2083
78	0.3667	0.5333	0.1304	0.2727
79	0.3889	0.5333	0.3182	0.1739
82	0.5556	0.6222	0.5217	0.4545
84	0.5333	0.5333	0.4348	0.6364
85	0.7667	0.8444	0.6522	0.7273
90	0.5889	0.8000	0.3182	0.4348
93	0.7000	0.5778	1.0000	0.6364
94	0.6000	0.7111	0.5000	0.4783
95	0.3778	0.3333	0.3043	0.5455
97	0.4000	0.7111	0.1304	0.0455
98	0.5222	0.5556	0.5217	0.4545
103	0.5556	0.6444	0.5909	0.3478
105	0.6556	0.7556	0.5652	0.5455
106	0.5444	0.6444	0.5833	0.2857
107	0.4222	0.4889	0.2917	0.4286
