Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
3	0.2667	0.2222	0.3478	0.2727
4	0.5667	0.7333	0.2609	0.5455
5	0.4222	0.5111	0.2381	0.4167
8	0.4222	0.3556	0.2273	0.7391
22	0.5889	0.7333	0.2727	0.6087
27	0.5444	0.5778	0.6087	0.4091
37	0.3523	0.5556	0.2727	0.0000
39	0.3333	0.4889	0.3043	0.0455
40	0.5111	0.6889	0.4286	0.2500
41	0.4382	0.4000	0.6522	0.2857
51	0.4444	0.4444	0.5000	0.3810
65	0.4667	0.4667	0.3750	0.5714
68	0.5444	0.4667	0.9091	0.3478
75	0.6111	0.5556	0.7273	0.6087
78	0.3111	0.2889	0.3043	0.3636
79	0.3444	0.4444	0.2727	0.2174
80	0.5667	0.6000	0.3913	0.6818
85	0.8222	0.8667	0.7391	0.8182
90	0.5556	0.5778	0.5000	0.5652
95	0.5778	0.6222	0.6522	0.4091
97	0.3222	0.3778	0.4348	0.0909
101	0.4444	0.5111	0.5909	0.1739
103	0.3556	0.2444	0.7727	0.1739
