Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
6	0.4333	0.3556	0.3750	0.6667
9	0.4000	0.4222	0.4583	0.2857
11	0.5444	0.5778	0.5652	0.4545
12	0.5222	0.5556	0.5714	0.4167
13	0.5889	0.6000	0.5217	0.6364
15	0.7556	0.9111	0.2609	0.9545
16	0.5889	0.6444	0.4545	0.6087
17	0.4778	0.5333	0.6522	0.1818
18	0.4111	0.5556	0.0000	0.5217
19	0.5111	0.5333	0.3043	0.6818
21	0.5222	0.5778	0.2917	0.6667
24	0.3556	0.2222	0.5000	0.4783
25	0.7222	0.8667	0.6818	0.4783
26	0.4778	0.4000	0.6250	0.4762
36	0.5556	0.6444	0.3478	0.5909
47	0.4111	0.3556	0.5000	0.4286
50	0.4667	0.5778	0.3913	0.3182
53	0.4444	0.4222	0.3636	0.5652
56	0.6111	0.4889	0.4545	1.0000
58	0.4444	0.3111	0.7083	0.4286
61	0.5222	0.5556	0.2273	0.7391
63	0.4889	0.7556	0.1364	0.3043
67	0.3444	0.4444	0.2273	0.2609
74	0.4318	0.4889	0.2273	0.5238
76	0.2989	0.2444	0.5714	0.1429
81	0.4778	0.8222	0.2727	0.0000
86	0.5000	0.4444	0.4091	0.6957
89	0.4778	0.6000	0.3333	0.3810
91	0.4667	0.3778	0.9091	0.2174
96	0.4667	0.5333	0.3478	0.4545
99	0.2778	0.1556	0.1364	0.6522
108	0.4889	0.6667	0.2727	0.3478
