Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
7	0.7222	0.5111	0.9130	0.9545
10	0.6111	0.6889	0.4583	0.6190
14	0.3889	0.2889	0.0455	0.9130
28	0.5556	0.7333	0.4545	0.3043
29	0.7889	0.6222	0.9130	1.0000
30	0.4556	0.3556	0.6250	0.4762
31	0.3889	0.1111	0.7273	0.6087
33	0.4778	0.3333	0.3478	0.9091
34	0.7273	0.5556	0.8571	0.9545
35	0.5111	0.4222	1.0000	0.2174
42	0.6556	0.7778	0.8182	0.2609
44	0.6444	0.6667	0.5909	0.6522
48	0.6889	0.6444	0.6818	0.7826
52	0.6667	0.6222	0.7500	0.6667
54	0.7444	0.8000	0.8696	0.5000
55	0.8444	0.8444	0.7826	0.9091
59	0.4667	0.5778	0.1250	0.6190
62	0.8889	0.8000	1.0000	0.9545
66	0.2333	0.1778	0.4091	0.1739
70	0.4444	0.3556	0.4545	0.6087
72	0.8182	0.6889	0.9545	0.9524
77	0.4667	0.6000	0.5238	0.1667
82	0.5444	0.6000	0.5217	0.4545
84	0.4556	0.4000	0.3043	0.7273
93	0.7111	0.7556	0.7826	0.5455
94	0.6000	0.5556	0.5000	0.7826
98	0.4333	0.3778	0.6087	0.3636
105	0.7000	0.8000	0.5217	0.6818
106	0.5222	0.4222	0.8333	0.3810
107	0.4333	0.3778	0.4167	0.5714
