Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
7	0.7000	0.6444	0.6087	0.9091
10	0.5889	0.6889	0.4583	0.5238
14	0.4222	0.3333	0.2727	0.7391
29	0.7444	0.5333	0.9565	0.9545
30	0.5333	0.8222	0.1250	0.3810
31	0.5000	0.4889	0.5455	0.4783
42	0.7333	0.8444	0.8182	0.4348
44	0.5556	0.6444	0.5909	0.3478
47	0.3333	0.3556	0.2500	0.3810
48	0.6222	0.5556	0.7273	0.6522
55	0.6778	0.9778	0.3478	0.4091
56	0.5444	0.6444	0.1364	0.7391
59	0.5000	0.6222	0.2917	0.4762
65	0.5111	0.6222	0.3333	0.4762
66	0.4556	0.6222	0.3636	0.2174
70	0.5889	0.6000	0.7273	0.4348
81	0.3667	0.4000	0.6818	0.0000
98	0.5444	0.6889	0.2609	0.5455
105	0.6111	0.8667	0.3913	0.3182
107	0.4333	0.5333	0.1667	0.5238
