Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
6	0.3111	0.2667	0.2500	0.4762
9	0.3444	0.2222	0.6667	0.2381
11	0.5778	0.7111	0.6522	0.2273
12	0.4444	0.4222	0.7619	0.2083
13	0.5778	0.4444	0.9130	0.5000
15	0.8111	0.9111	0.5217	0.9091
16	0.6667	0.7333	0.5909	0.6087
17	0.5000	0.5556	0.6957	0.1818
19	0.6222	0.7111	0.3913	0.6818
21	0.5111	0.5111	0.3333	0.7143
23	0.5333	0.4444	0.4091	0.8261
24	0.3556	0.2222	0.6818	0.3043
25	0.6889	0.9111	0.5909	0.3478
26	0.5222	0.5778	0.5417	0.3810
30	0.5111	0.4000	0.8750	0.3333
36	0.5778	0.6889	0.6957	0.2273
38	0.4333	0.4222	0.6087	0.2727
41	0.3596	0.2444	0.8696	0.0476
45	0.7333	0.7556	0.7391	0.6818
47	0.4222	0.3778	0.5000	0.4286
49	0.6333	0.9556	0.1304	0.5000
50	0.5000	0.7333	0.3478	0.1818
53	0.3556	0.2667	0.4091	0.4783
55	0.8222	0.8222	0.8261	0.8182
56	0.5444	0.3333	0.7273	0.7826
58	0.4556	0.4222	0.5833	0.3810
59	0.4111	0.4222	0.4167	0.3810
61	0.6222	0.6667	0.6364	0.5217
63	0.3444	0.4000	0.2727	0.3043
64	0.4719	0.3778	0.3913	0.7619
66	0.3333	0.3333	0.4545	0.2174
67	0.3556	0.4444	0.2727	0.2609
73	0.6667	0.7556	0.4762	0.6667
74	0.3750	0.3778	0.2273	0.5238
76	0.2874	0.2889	0.3810	0.1905
79	0.4222	0.6667	0.2273	0.1304
80	0.7111	0.8000	0.5217	0.7273
83	0.6889	0.8667	0.7273	0.3043
86	0.5111	0.3556	0.4091	0.9130
87	0.3444	0.2444	0.2727	0.6087
89	0.5778	0.7111	0.3333	0.5714
91	0.4667	0.4667	0.4545	0.4783
96	0.5000	0.5778	0.4348	0.4091
98	0.5222	0.5333	0.7391	0.2727
99	0.2889	0.1111	0.3636	0.5652
107	0.4222	0.3111	0.5000	0.5714
108	0.5778	0.7556	0.2727	0.5217
