Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.6556	0.6222	0.7391	0.6364
3	0.3111	0.2222	0.5217	0.2727
4	0.6000	0.7556	0.3478	0.5455
8	0.5889	0.5333	0.8636	0.4348
10	0.6111	0.6889	0.5000	0.5714
11	0.5667	0.5778	0.5652	0.5455
14	0.5222	0.5333	0.3182	0.6957
16	0.5111	0.6222	0.6818	0.1304
18	0.4333	0.6667	0.0455	0.3478
21	0.5111	0.4667	0.3333	0.8095
22	0.6444	0.8000	0.1818	0.7826
30	0.4667	0.4222	0.7917	0.1905
35	0.6000	0.6222	1.0000	0.1739
37	0.3864	0.6222	0.2273	0.0476
38	0.3333	0.3556	0.2609	0.3636
39	0.4444	0.6444	0.1304	0.3636
41	0.3483	0.2667	0.8261	0.0000
51	0.5111	0.6667	0.3333	0.3810
55	0.7667	0.8444	0.5217	0.8636
56	0.5222	0.2667	0.9091	0.6522
59	0.4667	0.4667	0.3750	0.5714
61	0.6111	0.4667	0.7727	0.7391
64	0.5056	0.4000	0.4783	0.7619
65	0.4556	0.4667	0.3750	0.5238
71	0.7889	0.8667	0.8636	0.5652
78	0.4111	0.4222	0.6087	0.1818
79	0.4000	0.5556	0.2727	0.2174
80	0.6444	0.7556	0.5217	0.5455
81	0.4556	0.7333	0.3636	0.0000
83	0.5778	0.8000	0.5455	0.1739
86	0.5556	0.5778	0.4091	0.6522
89	0.5000	0.7778	0.2500	0.1905
90	0.5333	0.7111	0.0455	0.6522
96	0.5111	0.4222	0.5652	0.6364
98	0.4667	0.4444	0.5652	0.4091
101	0.4778	0.5556	0.6364	0.1739
