Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5333	0.5778	0.3478	0.6364
7	0.7667	0.5778	0.9565	0.9545
10	0.6556	0.7556	0.5833	0.5238
11	0.5111	0.5556	0.6957	0.2273
14	0.4889	0.5111	0.1364	0.7826
15	0.8667	0.9111	0.7826	0.8636
21	0.6222	0.7556	0.2917	0.7143
23	0.5444	0.5111	0.3182	0.8261
25	0.6778	0.8889	0.5000	0.4348
29	0.7667	0.5778	0.9130	1.0000
30	0.3667	0.2667	0.5833	0.3333
31	0.4556	0.1333	0.7727	0.7826
33	0.5667	0.4000	0.8696	0.5909
36	0.4778	0.6000	0.3043	0.4091
41	0.3820	0.3111	0.8261	0.0476
42	0.6222	0.8444	0.6818	0.1304
44	0.5889	0.4889	0.7727	0.6087
47	0.3556	0.2444	0.3333	0.6190
48	0.6333	0.5778	0.8182	0.5652
55	0.8222	0.7778	0.9130	0.8182
56	0.6222	0.4889	0.6364	0.8696
59	0.4556	0.5333	0.2083	0.5714
61	0.5556	0.4889	0.5455	0.6957
62	0.9111	0.8444	1.0000	0.9545
64	0.4045	0.3111	0.3478	0.6667
65	0.5111	0.5111	0.3333	0.7143
66	0.2222	0.2222	0.2727	0.1739
70	0.3889	0.2222	0.5909	0.5217
74	0.4545	0.4222	0.3636	0.6190
76	0.2874	0.3556	0.3333	0.0952
77	0.4111	0.6000	0.2857	0.1667
78	0.3333	0.3556	0.3043	0.3182
79	0.3889	0.6222	0.2273	0.0870
80	0.6556	0.7333	0.5217	0.6364
82	0.5667	0.6000	0.5217	0.5455
83	0.5667	0.6222	0.7727	0.2609
86	0.5111	0.3556	0.6818	0.6522
93	0.6444	0.5778	0.8696	0.5455
96	0.5222	0.5333	0.7391	0.2727
98	0.5333	0.4889	0.7826	0.3636
99	0.4000	0.3556	0.5000	0.3913
105	0.6556	0.7556	0.5652	0.5455
106	0.5444	0.5111	0.9583	0.1429
107	0.4556	0.3556	0.3750	0.7619
108	0.5111	0.5778	0.2727	0.6087
