Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5556	0.4444	0.5652	0.7727
2	0.6667	0.5556	0.6522	0.9091
4	0.7333	0.8889	0.3913	0.7727
5	0.5000	0.6000	0.0000	0.7500
9	0.3222	0.1111	0.7917	0.2381
16	0.6111	0.6444	0.5455	0.6087
17	0.4556	0.4222	0.7391	0.2273
19	0.5667	0.5333	0.5652	0.6364
20	0.5444	0.6222	0.7391	0.1818
23	0.5000	0.3556	0.4091	0.8696
25	0.6889	0.9333	0.6818	0.2174
26	0.4778	0.5111	0.5833	0.2857
27	0.4444	0.4222	0.3043	0.6364
32	0.8222	0.8000	0.8571	0.8333
33	0.5444	0.4889	0.3913	0.8182
36	0.6222	0.7556	0.7391	0.2273
38	0.4556	0.4444	0.3478	0.5909
39	0.4667	0.6222	0.3043	0.3182
43	0.6889	0.8889	0.6522	0.3182
44	0.5889	0.4667	0.8636	0.5652
45	0.7444	0.7333	0.7826	0.7273
46	0.4667	0.3556	0.8261	0.3182
49	0.7111	1.0000	0.1304	0.7273
50	0.5778	0.6000	0.5217	0.5909
51	0.5333	0.7556	0.2500	0.3810
55	0.8111	0.7778	0.8261	0.8636
56	0.5222	0.2889	0.6818	0.8261
57	0.4444	0.4889	0.3333	0.4762
58	0.4333	0.2889	0.7500	0.3810
59	0.4667	0.4889	0.4167	0.4762
60	0.6889	0.5333	0.7391	0.9545
61	0.5000	0.3556	0.5455	0.7391
63	0.3667	0.3111	0.5909	0.2609
64	0.5393	0.4000	0.6087	0.7619
67	0.3667	0.4667	0.4091	0.1304
69	0.7000	0.8889	0.5417	0.4762
71	0.7444	0.6667	0.9091	0.7391
72	0.7386	0.6222	1.0000	0.7143
73	0.6552	0.7556	0.2857	0.8095
74	0.4205	0.4667	0.1818	0.5714
77	0.4556	0.5556	0.4762	0.2500
80	0.6667	0.6222	0.5652	0.8636
83	0.6889	0.8889	0.6364	0.3478
87	0.3889	0.2667	0.3636	0.6522
89	0.6222	0.7556	0.4167	0.5714
90	0.5667	0.6444	0.4545	0.5217
91	0.4333	0.4222	0.5455	0.3478
93	0.6556	0.6000	0.8696	0.5455
95	0.6000	0.7111	0.5217	0.4545
96	0.4111	0.3333	0.2609	0.7273
102	0.6897	0.5333	0.8095	0.9048
103	0.5000	0.4667	0.7727	0.3043
105	0.7333	0.8222	0.6522	0.6364
108	0.4889	0.4000	0.4545	0.6957
