Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
6	0.4444	0.6889	0.0417	0.3810
11	0.5222	0.6889	0.4348	0.2727
12	0.4444	0.3556	0.3810	0.6667
13	0.5889	0.6889	0.4348	0.5455
15	0.7444	0.8000	0.7391	0.6364
16	0.6222	0.6667	0.5000	0.6522
17	0.5333	0.6000	0.3043	0.6364
21	0.6111	0.7111	0.4167	0.6190
24	0.4222	0.4000	0.4091	0.4783
25	0.6111	0.9111	0.4091	0.2174
26	0.4444	0.6889	0.2083	0.1905
36	0.5222	0.6222	0.5652	0.2727
50	0.5556	0.8000	0.3478	0.2727
53	0.4667	0.4444	0.3636	0.6087
58	0.4111	0.6000	0.2500	0.1905
61	0.4222	0.4222	0.2727	0.5652
74	0.4545	0.5111	0.2727	0.5238
76	0.3103	0.3556	0.4762	0.0476
86	0.3889	0.4889	0.3636	0.2174
99	0.2889	0.1111	0.3182	0.6087
108	0.4000	0.5111	0.3636	0.2174
