Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
10	0.6111	0.8000	0.3750	0.4762
14	0.4444	0.5111	0.3182	0.4348
28	0.6111	0.6889	0.5909	0.4783
33	0.6000	0.6444	0.5652	0.5455
34	0.6364	0.5556	0.4762	0.9545
35	0.6333	0.6889	0.8636	0.3043
41	0.5393	0.8000	0.3913	0.1429
42	0.7889	0.9556	0.6818	0.5652
52	0.6778	0.7556	0.6667	0.5238
54	0.7444	0.8222	0.6522	0.6818
55	0.6778	0.5556	0.7391	0.8636
59	0.5111	0.5556	0.2917	0.6667
62	0.8333	0.9556	0.7826	0.6364
65	0.4889	0.5778	0.6250	0.1429
72	0.7386	0.6444	0.8636	0.8095
77	0.4667	0.6889	0.2857	0.2083
78	0.3222	0.4000	0.1304	0.3636
82	0.6333	0.7333	0.6087	0.4545
84	0.5111	0.5778	0.2609	0.6364
93	0.6556	0.7111	0.7826	0.4091
94	0.5778	0.6444	0.3636	0.6522
103	0.4778	0.6000	0.3636	0.3478
106	0.4667	0.6444	0.2917	0.2857
