Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5000	0.4444	0.3043	0.8182
2	0.6111	0.5111	0.5652	0.8636
3	0.3444	0.3778	0.3913	0.2273
6	0.3333	0.2667	0.4167	0.3810
8	0.6667	0.7556	0.5455	0.6087
9	0.2667	0.2000	0.4583	0.1905
11	0.5111	0.5556	0.5217	0.4091
12	0.5000	0.5111	0.7619	0.2500
13	0.5556	0.3556	0.6522	0.8636
15	0.8667	0.9111	0.7391	0.9091
16	0.6333	0.6667	0.5455	0.6522
17	0.5000	0.4889	0.6957	0.3182
18	0.4000	0.4889	0.0909	0.5217
19	0.5889	0.6000	0.4348	0.7273
21	0.5444	0.5778	0.1667	0.9048
23	0.6667	0.6222	0.6364	0.7826
24	0.3667	0.3111	0.5000	0.3478
25	0.7444	0.8889	0.6364	0.5652
26	0.3889	0.3333	0.6250	0.2381
30	0.4222	0.2667	0.8750	0.2381
33	0.5667	0.4889	0.4783	0.8182
36	0.5222	0.6667	0.6522	0.0909
37	0.3636	0.6222	0.1818	0.0000
38	0.4667	0.5333	0.4783	0.3182
41	0.4045	0.3333	0.9130	0.0000
44	0.6333	0.6000	0.8182	0.5217
45	0.7667	0.8000	0.7826	0.6818
46	0.5222	0.5111	0.7826	0.2727
47	0.3778	0.2667	0.4167	0.5714
49	0.6000	0.9333	0.1739	0.3636
50	0.5000	0.6667	0.3913	0.2727
53	0.3889	0.3111	0.2273	0.6957
55	0.8222	0.8444	0.8261	0.7727
56	0.6444	0.5556	0.8182	0.6522
57	0.5111	0.4889	0.3333	0.7619
58	0.4667	0.4444	0.5417	0.4286
59	0.3556	0.2889	0.3750	0.4762
61	0.6778	0.5778	0.7727	0.7826
63	0.4000	0.5111	0.2727	0.3043
64	0.5056	0.3333	0.5217	0.8571
65	0.5333	0.5333	0.3333	0.7619
66	0.2667	0.2667	0.1818	0.3478
67	0.3111	0.4222	0.2727	0.1304
71	0.6889	0.8000	0.8182	0.3478
73	0.6322	0.8000	0.2857	0.6190
74	0.4091	0.4444	0.2273	0.5238
76	0.2644	0.2222	0.5238	0.0952
77	0.4556	0.6222	0.1905	0.3750
79	0.4444	0.6222	0.2273	0.3043
80	0.6778	0.6667	0.5652	0.8182
83	0.5778	0.6889	0.6818	0.2609
86	0.5111	0.3778	0.5000	0.7826
87	0.3333	0.2889	0.1364	0.6087
89	0.5667	0.7111	0.2083	0.6667
91	0.4556	0.4222	0.6364	0.3478
96	0.5111	0.5333	0.4348	0.5455
98	0.4778	0.4222	0.8696	0.1818
99	0.2889	0.1111	0.1818	0.7391
107	0.3778	0.4667	0.4167	0.1429
108	0.5111	0.5333	0.3636	0.6087
