Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.6000	0.5778	0.4348	0.8182
2	0.6222	0.5333	0.5652	0.8636
4	0.7000	0.9111	0.3043	0.6818
5	0.4667	0.6000	0.0000	0.6250
6	0.3667	0.3556	0.2500	0.5238
9	0.3333	0.1556	0.7083	0.2857
17	0.5222	0.5333	0.8261	0.1818
19	0.5667	0.5556	0.4348	0.7273
20	0.5889	0.7111	0.5652	0.3636
23	0.5444	0.4444	0.4545	0.8261
26	0.5111	0.5778	0.4583	0.4286
27	0.4444	0.4222	0.2609	0.6818
28	0.6000	0.6889	0.3182	0.6957
32	0.8556	0.9333	0.7619	0.7917
33	0.5778	0.5111	0.4348	0.8636
38	0.3889	0.4444	0.2609	0.4091
39	0.4222	0.6000	0.2609	0.2273
40	0.4778	0.6444	0.0476	0.5417
43	0.6667	0.8000	0.6522	0.4091
44	0.5667	0.4222	0.7727	0.6522
45	0.7556	0.7556	0.7391	0.7727
46	0.4222	0.3778	0.5652	0.3636
49	0.7444	0.9333	0.2609	0.8636
50	0.5333	0.7111	0.3478	0.3636
51	0.5444	0.6667	0.4583	0.3810
53	0.3889	0.3111	0.2727	0.6522
55	0.8222	0.8667	0.8696	0.6818
57	0.4667	0.5333	0.2500	0.5714
58	0.3778	0.2667	0.4583	0.5238
59	0.4778	0.5556	0.2917	0.5238
60	0.6667	0.4444	0.8261	0.9545
61	0.6444	0.5111	0.8636	0.6957
63	0.4000	0.4000	0.5455	0.2609
64	0.4607	0.3333	0.3043	0.9048
67	0.3778	0.4889	0.2273	0.3043
68	0.6000	0.6222	0.6818	0.4783
69	0.6444	0.7333	0.8333	0.2381
71	0.7111	0.7333	0.6818	0.6957
72	0.7614	0.6667	0.9091	0.8095
73	0.6667	0.7333	0.3333	0.8571
74	0.4205	0.4667	0.4545	0.2857
79	0.4000	0.5556	0.3182	0.1739
80	0.7222	0.7333	0.6957	0.7273
82	0.5333	0.4222	0.5217	0.7727
83	0.6667	0.8444	0.5909	0.3913
87	0.3444	0.2667	0.0909	0.7391
89	0.5778	0.7333	0.2083	0.6667
90	0.5889	0.6889	0.5909	0.3913
91	0.4222	0.3556	0.5455	0.4348
93	0.6556	0.5778	0.7391	0.7273
95	0.4889	0.5556	0.4783	0.3636
96	0.4778	0.4000	0.6087	0.5000
97	0.4667	0.7333	0.3478	0.0455
101	0.4333	0.4444	0.7727	0.0870
102	0.7356	0.6889	0.6667	0.9048
103	0.5111	0.4222	0.7727	0.4348
105	0.5667	0.6000	0.4783	0.5909
