Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5778	0.6444	0.3478	0.6818
2	0.6000	0.4444	0.7826	0.7273
4	0.6556	0.8000	0.3478	0.6818
9	0.3667	0.2889	0.5833	0.2857
10	0.6889	0.7778	0.5417	0.6667
13	0.5667	0.6000	0.5652	0.5000
15	0.8556	0.9333	0.7826	0.7727
16	0.5111	0.5111	0.5455	0.4783
18	0.3667	0.4889	0.2727	0.2174
19	0.6333	0.6889	0.5652	0.5909
20	0.5778	0.6889	0.5652	0.3636
23	0.6000	0.5556	0.5455	0.7391
25	0.6778	0.9333	0.6818	0.1739
26	0.5111	0.5333	0.6250	0.3333
27	0.4889	0.5556	0.2609	0.5909
28	0.5444	0.6444	0.3636	0.5217
32	0.7000	0.7333	0.7619	0.5833
33	0.6222	0.5333	0.7826	0.6364
36	0.6556	0.8000	0.4783	0.5455
38	0.4333	0.6222	0.2174	0.2727
39	0.5000	0.6667	0.3043	0.3636
41	0.4944	0.4667	0.6957	0.3333
43	0.7444	0.9111	0.6957	0.4545
44	0.5444	0.5778	0.7273	0.3043
45	0.6667	0.7333	0.6087	0.5909
46	0.5333	0.5333	0.4348	0.6364
49	0.6333	0.9778	0.1739	0.4091
50	0.5778	0.8000	0.3913	0.3182
51	0.4444	0.3556	0.6667	0.3810
53	0.4333	0.3333	0.2727	0.7826
55	0.8222	0.9111	0.7826	0.6818
57	0.4222	0.4889	0.1667	0.5714
58	0.3889	0.4889	0.1667	0.4286
59	0.5556	0.6222	0.4583	0.5238
60	0.6444	0.6222	0.5217	0.8182
61	0.6000	0.6667	0.5000	0.5652
64	0.5056	0.3556	0.4348	0.9048
65	0.4444	0.4000	0.4583	0.5238
66	0.3333	0.3111	0.1818	0.5217
67	0.4000	0.6222	0.2727	0.0870
68	0.6000	0.7333	0.3636	0.5652
69	0.6556	0.8889	0.2500	0.6190
71	0.6556	0.7111	0.6818	0.5217
72	0.6818	0.5333	0.9545	0.7143
73	0.5747	0.5778	0.5238	0.6190
74	0.5000	0.6000	0.2727	0.5238
76	0.2989	0.2444	0.5714	0.1429
77	0.4000	0.4444	0.5238	0.2083
79	0.4111	0.6000	0.3636	0.0870
80	0.7111	0.7111	0.7826	0.6364
82	0.5444	0.5333	0.3913	0.7273
83	0.6556	0.8222	0.5455	0.4348
87	0.5111	0.5333	0.2273	0.7391
89	0.5556	0.6667	0.4583	0.4286
91	0.5000	0.5333	0.5000	0.4348
93	0.6667	0.6667	0.6957	0.6364
95	0.5444	0.6889	0.3913	0.4091
96	0.4556	0.5111	0.5217	0.2727
102	0.7701	0.7556	1.0000	0.5714
103	0.4000	0.3111	0.5455	0.4348
105	0.5556	0.6222	0.5217	0.4545
108	0.5111	0.5778	0.2727	0.6087
