Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.6222	0.7556	0.4783	0.5000
3	0.3222	0.3556	0.2609	0.3182
4	0.5889	0.9111	0.2609	0.2727
5	0.5333	0.8000	0.1905	0.3333
8	0.6444	0.7556	0.5455	0.5217
10	0.6111	0.6444	0.5000	0.6667
14	0.4778	0.5111	0.4545	0.4348
16	0.6222	0.7556	0.7273	0.2609
17	0.5667	0.5778	0.7826	0.3182
18	0.5111	0.6222	0.1818	0.6087
20	0.5333	0.6222	0.6522	0.2273
22	0.4889	0.6222	0.3182	0.3913
27	0.5222	0.5778	0.4783	0.4545
28	0.5667	0.5556	0.6364	0.5217
35	0.5333	0.5556	0.9545	0.0870
37	0.4432	0.6222	0.2273	0.2857
38	0.4222	0.6222	0.2609	0.1818
39	0.4667	0.6889	0.2609	0.2273
40	0.3889	0.5333	0.2857	0.2083
43	0.7444	0.7778	0.6957	0.7273
46	0.4333	0.4444	0.7826	0.0455
51	0.4222	0.5778	0.2083	0.3333
52	0.6111	0.5778	0.6250	0.6667
57	0.4889	0.6000	0.2917	0.4762
59	0.4778	0.4667	0.4167	0.5714
60	0.6444	0.4667	0.6957	0.9545
63	0.4333	0.5111	0.3636	0.3478
64	0.5281	0.4889	0.4783	0.6667
65	0.5000	0.5556	0.5000	0.3810
66	0.3111	0.2889	0.2727	0.3913
67	0.3778	0.4222	0.3182	0.3478
68	0.4333	0.2889	0.4545	0.6957
69	0.6556	0.7111	0.6250	0.5714
71	0.7222	0.7778	0.7727	0.5652
75	0.6778	0.7333	0.6818	0.5652
77	0.4556	0.5556	0.3810	0.3333
78	0.3667	0.4222	0.3478	0.2727
79	0.4000	0.5778	0.1818	0.2609
80	0.5889	0.6667	0.3913	0.6364
83	0.6333	0.8667	0.5455	0.2609
84	0.4556	0.4000	0.5217	0.5000
85	0.7667	0.6667	0.8696	0.8636
89	0.5222	0.8444	0.2083	0.1905
90	0.5333	0.7333	0.3636	0.3043
93	0.6556	0.6000	0.9130	0.5000
94	0.5333	0.7556	0.4091	0.2174
95	0.4667	0.4667	0.4348	0.5000
96	0.4556	0.5111	0.4783	0.3182
97	0.4444	0.7556	0.1739	0.0909
101	0.4778	0.5111	0.5909	0.3043
102	0.6207	0.6000	0.5238	0.7619
103	0.4778	0.5333	0.5455	0.3043
106	0.4778	0.5333	0.3333	0.5238
