Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5222	0.5556	0.5217	0.4545
3	0.3444	0.4222	0.3913	0.1364
6	0.4556	0.4444	0.4583	0.4762
7	0.8111	0.8444	0.6087	0.9545
8	0.6000	0.7111	0.4545	0.5217
9	0.4444	0.5111	0.3333	0.4286
11	0.4778	0.5333	0.5217	0.3182
12	0.5222	0.4444	0.6667	0.5417
13	0.6111	0.6667	0.6957	0.4091
15	0.7556	0.8000	0.7826	0.6364
16	0.5667	0.6889	0.6364	0.2609
17	0.5000	0.6000	0.5652	0.2273
18	0.5222	0.7556	0.3636	0.2174
19	0.6111	0.7333	0.5652	0.4091
21	0.6222	0.7333	0.4583	0.5714
23	0.5778	0.4889	0.5000	0.8261
24	0.3778	0.3333	0.3636	0.4783
25	0.6667	0.8889	0.6364	0.2609
26	0.5000	0.4222	0.6250	0.5238
30	0.3667	0.1333	0.9167	0.2381
33	0.5778	0.5333	0.7826	0.4545
36	0.6444	0.7333	0.5217	0.5909
37	0.3182	0.3778	0.1818	0.3333
38	0.4889	0.6667	0.3913	0.2273
41	0.5056	0.5556	0.6522	0.2381
45	0.7556	0.8667	0.7391	0.5455
46	0.5111	0.6444	0.4348	0.3182
47	0.4111	0.2667	0.3333	0.8095
50	0.4667	0.6667	0.3478	0.1818
51	0.3333	0.3111	0.3333	0.3810
53	0.4111	0.3556	0.4545	0.4783
55	0.7444	0.9111	0.4348	0.7273
56	0.5556	0.4667	0.6818	0.6087
57	0.4778	0.6000	0.3333	0.3810
58	0.4444	0.6000	0.3750	0.1905
59	0.4333	0.3778	0.5417	0.4286
61	0.6667	0.7111	0.7273	0.5217
63	0.4000	0.2889	0.4091	0.6087
64	0.4045	0.2889	0.3043	0.7619
66	0.3222	0.2667	0.3182	0.4348
67	0.3444	0.5111	0.1818	0.1739
70	0.6000	0.6444	0.6818	0.4348
71	0.7222	0.8889	0.6364	0.4783
73	0.6897	0.7111	0.5714	0.7619
74	0.4659	0.5556	0.3636	0.3810
76	0.3793	0.4667	0.3333	0.2381
78	0.4333	0.6222	0.2609	0.2273
79	0.5000	0.7556	0.3636	0.1304
80	0.6222	0.6667	0.6087	0.5455
81	0.4667	0.6444	0.4545	0.1304
86	0.6111	0.6222	0.4091	0.7826
87	0.3778	0.3556	0.3636	0.4348
89	0.5667	0.6000	0.5833	0.4762
90	0.5333	0.6667	0.3636	0.4348
91	0.5667	0.6667	0.5000	0.4348
93	0.6778	0.6000	0.8261	0.6818
96	0.4667	0.6000	0.2174	0.4545
98	0.5111	0.5111	0.8261	0.1818
99	0.3222	0.3333	0.5000	0.1304
101	0.4333	0.3556	0.6818	0.3478
105	0.7000	0.8000	0.6522	0.5455
107	0.4000	0.4889	0.3750	0.2381
108	0.5333	0.7111	0.4091	0.3043
