Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
3	0.3000	0.3556	0.3043	0.1818
6	0.4778	0.6000	0.1250	0.6190
9	0.3556	0.3556	0.4167	0.2857
11	0.4556	0.6000	0.3913	0.2273
12	0.4444	0.4667	0.4286	0.4167
13	0.6111	0.7556	0.5217	0.4091
15	0.6000	0.7778	0.3478	0.5000
16	0.5667	0.6222	0.1818	0.8261
17	0.5444	0.5333	0.5652	0.5455
21	0.5889	0.6889	0.3333	0.6667
24	0.4000	0.4222	0.2727	0.4783
26	0.5778	0.7333	0.5000	0.3333
47	0.3778	0.2667	0.7500	0.1905
50	0.4556	0.5556	0.3478	0.3636
53	0.5444	0.5111	0.4545	0.6957
56	0.5889	0.5556	0.8182	0.4348
58	0.4889	0.6000	0.5417	0.1905
61	0.4778	0.4889	0.3182	0.6087
63	0.5556	0.8889	0.2727	0.1739
67	0.4444	0.7333	0.2727	0.0435
76	0.2874	0.2000	0.5714	0.1905
80	0.5111	0.5556	0.3913	0.5455
81	0.4556	0.8667	0.0909	0.0000
86	0.4778	0.5111	0.4545	0.4348
91	0.4556	0.6222	0.2727	0.3043
99	0.2000	0.1556	0.2727	0.2174
107	0.3667	0.3556	0.4583	0.2857
108	0.4889	0.7333	0.2727	0.2174
