Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5333	0.6889	0.4348	0.3182
2	0.4667	0.2667	0.6087	0.7273
19	0.5778	0.6667	0.5652	0.4091
20	0.5889	0.8444	0.4348	0.2273
23	0.6000	0.5333	0.7727	0.5652
25	0.6778	0.8889	0.6818	0.2609
32	0.7444	0.9556	0.5238	0.5417
36	0.6111	0.8222	0.3913	0.4091
41	0.4944	0.6000	0.6957	0.0476
43	0.6778	0.8444	0.6957	0.3182
45	0.6889	0.7111	0.7826	0.5455
46	0.5111	0.5556	0.6957	0.2273
49	0.6222	1.0000	0.0870	0.4091
57	0.5222	0.6444	0.4167	0.3810
64	0.5281	0.4889	0.3913	0.7619
69	0.6333	0.8889	0.4167	0.3333
73	0.5402	0.6222	0.2381	0.6667
74	0.4773	0.4889	0.5000	0.4286
83	0.6333	0.9111	0.5455	0.1739
87	0.4000	0.3778	0.4545	0.3913
89	0.5333	0.7556	0.1250	0.5238
102	0.6552	0.7111	0.8095	0.3810
