Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
7	0.6889	0.7333	0.3478	0.9545
30	0.4000	0.2444	0.5000	0.6190
31	0.3444	0.0889	0.7727	0.4348
44	0.5778	0.6889	0.4545	0.4783
47	0.3111	0.2000	0.1250	0.7619
48	0.6222	0.4889	0.5909	0.9130
56	0.4222	0.2889	0.1364	0.9565
65	0.3556	0.2667	0.0833	0.8571
66	0.2222	0.2444	0.0455	0.3478
70	0.4111	0.2000	0.6818	0.5652
77	0.3444	0.4000	0.2857	0.2917
81	0.5333	0.9111	0.3182	0.0000
98	0.4889	0.4889	0.5652	0.4091
105	0.5667	0.5556	0.6522	0.5000
107	0.5222	0.4889	0.4167	0.7143
