Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
3	0.2778	0.1333	0.5652	0.2727
4	0.6778	0.8000	0.4348	0.6818
5	0.4778	0.6000	0.2857	0.4167
10	0.5889	0.5111	0.6667	0.6667
20	0.4889	0.5111	0.6087	0.3182
22	0.6222	0.8000	0.3636	0.5217
28	0.5222	0.6000	0.6364	0.2609
38	0.3000	0.2222	0.4348	0.3182
39	0.3556	0.5333	0.1304	0.2273
40	0.5222	0.7333	0.3333	0.2917
41	0.5169	0.7111	0.3913	0.2381
43	0.6889	0.7556	0.6087	0.6364
65	0.5000	0.4000	0.4583	0.7619
68	0.5889	0.5778	0.7727	0.4348
71	0.6667	0.6000	0.8182	0.6522
75	0.6556	0.5556	0.6364	0.8696
77	0.4111	0.4444	0.4762	0.2917
78	0.2778	0.2444	0.3043	0.3182
79	0.3667	0.4222	0.3636	0.2609
80	0.5889	0.5556	0.3913	0.8636
85	0.8444	0.8667	0.7826	0.8636
90	0.5667	0.6222	0.4091	0.6087
95	0.5000	0.5333	0.4348	0.5000
97	0.3889	0.5333	0.3913	0.0909
101	0.4556	0.5111	0.7273	0.0870
103	0.4556	0.4444	0.8182	0.1304
