Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5556	0.5556	0.3478	0.7727
2	0.6444	0.7556	0.5217	0.5455
9	0.2444	0.1556	0.3333	0.3333
17	0.4222	0.3111	0.5652	0.5000
27	0.4222	0.4000	0.2609	0.6364
32	0.7667	0.9111	0.4762	0.7500
45	0.7111	0.6889	0.8261	0.6364
46	0.4556	0.3556	0.8261	0.2727
51	0.3889	0.4444	0.2500	0.4286
57	0.4111	0.5111	0.2500	0.3810
60	0.6222	0.4667	0.6087	0.9545
61	0.5111	0.5556	0.4545	0.4783
63	0.4111	0.4222	0.4091	0.3913
67	0.3556	0.5556	0.2273	0.0870
69	0.6667	0.7778	0.6667	0.4286
87	0.2667	0.1778	0.3182	0.3913
89	0.5111	0.6889	0.1667	0.5238
96	0.4667	0.4889	0.5217	0.3636
102	0.5517	0.4889	0.6190	0.6190
