Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5333	0.6000	0.5652	0.3636
2	0.6667	0.6444	0.6087	0.7727
3	0.3444	0.3778	0.3043	0.3182
4	0.7333	0.9778	0.3913	0.5909
5	0.5222	0.6444	0.3810	0.4167
8	0.4778	0.3778	0.5455	0.6087
10	0.6000	0.6444	0.5833	0.5238
14	0.4444	0.4667	0.1818	0.6522
16	0.5778	0.6667	0.6818	0.3043
17	0.4333	0.4222	0.6522	0.2273
18	0.5111	0.5778	0.5455	0.3478
19	0.6667	0.7333	0.4783	0.7273
20	0.6333	0.7333	0.6087	0.4545
21	0.6444	0.7556	0.3333	0.7619
22	0.5222	0.7111	0.2273	0.4348
23	0.5889	0.5556	0.4545	0.7826
27	0.4556	0.5333	0.3043	0.4545
28	0.6444	0.6667	0.6818	0.5652
32	0.7444	0.9333	0.5714	0.5417
33	0.5222	0.4667	0.7391	0.4091
37	0.4091	0.4222	0.5909	0.1905
38	0.4556	0.7333	0.1304	0.2273
39	0.4222	0.6222	0.2174	0.2273
40	0.4556	0.7111	0.0952	0.2917
41	0.3483	0.2222	0.6522	0.2857
43	0.7444	0.8889	0.6522	0.5455
45	0.6667	0.7333	0.7391	0.4545
46	0.4111	0.2889	0.8261	0.2273
51	0.3111	0.3333	0.2500	0.3333
52	0.6222	0.5556	0.6250	0.7619
55	0.8000	0.9556	0.5652	0.7273
57	0.5000	0.6222	0.3333	0.4286
59	0.4222	0.4222	0.5833	0.2381
60	0.7000	0.4889	0.9130	0.9091
61	0.6111	0.6889	0.6364	0.4348
64	0.5506	0.5111	0.3913	0.8095
65	0.5333	0.6000	0.5833	0.3333
66	0.3556	0.2889	0.4091	0.4348
67	0.3556	0.4444	0.4091	0.1304
68	0.5889	0.6667	0.3182	0.6957
69	0.6444	0.8222	0.4167	0.5238
71	0.7556	0.8000	0.8182	0.6087
72	0.7045	0.5333	0.9545	0.8095
75	0.6222	0.6000	0.4545	0.8261
77	0.5111	0.5111	0.6190	0.4167
78	0.3333	0.4222	0.1739	0.3182
79	0.4778	0.7333	0.2727	0.1739
80	0.6444	0.6667	0.4783	0.7727
83	0.6556	0.8667	0.5909	0.3043
84	0.5333	0.5556	0.5217	0.5000
85	0.7778	0.8000	0.6087	0.9091
89	0.5889	0.7556	0.3333	0.5238
90	0.5444	0.6667	0.3636	0.4783
93	0.6889	0.6000	0.8696	0.6818
94	0.5889	0.7333	0.7273	0.1739
95	0.5222	0.6222	0.3478	0.5000
96	0.6111	0.6889	0.4783	0.5909
97	0.4333	0.7556	0.1304	0.0909
101	0.4444	0.4667	0.6818	0.1739
102	0.6897	0.6667	0.7619	0.6667
103	0.4444	0.4444	0.5455	0.3478
