Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5889	0.5333	0.7391	0.5455
2	0.5111	0.3778	0.4348	0.8636
3	0.3222	0.3778	0.3913	0.1364
6	0.4333	0.5333	0.2500	0.4286
8	0.6111	0.7333	0.5000	0.4783
9	0.3111	0.2889	0.1667	0.5238
10	0.6111	0.6889	0.4583	0.6190
11	0.5222	0.6444	0.6087	0.1818
12	0.5000	0.4889	0.6667	0.3750
13	0.6000	0.5556	0.5652	0.7273
15	0.8556	0.9111	0.7826	0.8182
16	0.5667	0.5556	0.5000	0.6522
17	0.4889	0.5111	0.6522	0.2727
18	0.4556	0.5333	0.5455	0.2174
19	0.6111	0.6444	0.6957	0.4545
20	0.4778	0.5333	0.3913	0.4545
21	0.6444	0.7556	0.3333	0.7619
23	0.5889	0.5333	0.7273	0.5652
24	0.4444	0.6444	0.1364	0.3478
25	0.7333	0.9111	0.7727	0.3478
26	0.4111	0.3778	0.5417	0.3333
27	0.4556	0.5778	0.0870	0.5909
30	0.4000	0.2000	0.9167	0.2381
32	0.7333	0.8000	0.8095	0.5417
33	0.5556	0.4667	0.8261	0.4545
36	0.6111	0.8000	0.6087	0.2273
37	0.4773	0.8000	0.2273	0.0476
38	0.4667	0.6222	0.2174	0.4091
41	0.4607	0.4222	0.6087	0.3810
44	0.5889	0.5778	0.8636	0.3478
45	0.6444	0.6667	0.7391	0.5000
46	0.4333	0.4000	0.6957	0.2273
47	0.4333	0.4667	0.4167	0.3810
49	0.6333	0.9778	0.1304	0.4545
50	0.5111	0.7778	0.3043	0.1818
53	0.3889	0.2667	0.5000	0.5217
55	0.7556	0.9111	0.3913	0.8182
56	0.5667	0.4444	0.5455	0.8261
57	0.4667	0.6222	0.2500	0.3810
58	0.4667	0.5111	0.3750	0.4762
59	0.4556	0.5333	0.5417	0.1905
61	0.6111	0.7111	0.6364	0.3913
63	0.4444	0.4444	0.4091	0.4783
64	0.4719	0.2889	0.3478	1.0000
65	0.5000	0.5333	0.5417	0.3810
66	0.3889	0.3778	0.4545	0.3478
67	0.3111	0.3111	0.4091	0.2174
69	0.5778	0.7333	0.2500	0.6190
71	0.7444	0.7778	0.7273	0.6957
72	0.6705	0.4444	1.0000	0.8095
73	0.6092	0.8222	0.3810	0.3810
74	0.4545	0.5556	0.3182	0.3810
76	0.3793	0.4000	0.5238	0.1905
77	0.4556	0.6000	0.5238	0.1250
79	0.4333	0.6444	0.3182	0.1304
80	0.6444	0.6667	0.6522	0.5909
82	0.5444	0.7333	0.1304	0.5909
83	0.6111	0.8444	0.5000	0.2609
86	0.5889	0.5778	0.2273	0.9565
87	0.4556	0.4444	0.2727	0.6522
89	0.5444	0.5778	0.2917	0.7619
91	0.4889	0.4444	0.7727	0.3043
96	0.4889	0.6222	0.4348	0.2727
98	0.5444	0.6667	0.4348	0.4091
99	0.2778	0.1778	0.4091	0.3478
102	0.6782	0.6889	0.7143	0.6190
105	0.5444	0.5333	0.4783	0.6364
107	0.3889	0.5111	0.2917	0.2381
108	0.5111	0.6667	0.1364	0.5652
