Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5222	0.3778	0.4783	0.8636
3	0.2667	0.0000	0.7826	0.2727
4	0.6556	0.6667	0.4348	0.8636
5	0.3333	0.2000	0.2381	0.6667
10	0.5111	0.2667	0.8333	0.6667
14	0.3444	0.2000	0.1818	0.7826
16	0.3778	0.2000	0.9091	0.2174
20	0.4111	0.2889	0.8261	0.2273
22	0.4222	0.4000	0.7273	0.1739
23	0.5444	0.3778	0.7727	0.6522
27	0.3444	0.2000	0.3913	0.5909
28	0.4667	0.4000	0.6364	0.4348
32	0.6889	0.5556	0.8095	0.8333
37	0.2614	0.2667	0.5000	0.0000
38	0.3111	0.1778	0.6522	0.2273
39	0.3667	0.3556	0.6957	0.0455
40	0.3778	0.3556	0.4286	0.3750
43	0.6778	0.5778	0.9130	0.6364
46	0.3333	0.1111	0.9130	0.1818
51	0.4444	0.4000	0.7083	0.2381
52	0.7222	0.6222	0.8750	0.7619
55	0.6333	0.3333	0.9130	0.9545
57	0.3889	0.2444	0.5000	0.5714
59	0.3889	0.2667	0.6667	0.3333
60	0.6222	0.4000	0.7826	0.9091
64	0.3820	0.1556	0.5217	0.7143
65	0.3333	0.0444	0.4583	0.8095
66	0.2556	0.1111	0.3182	0.4783
68	0.4889	0.3111	0.7727	0.5652
69	0.5333	0.5111	0.4583	0.6667
71	0.5222	0.3556	0.9091	0.4783
72	0.6932	0.5111	1.0000	0.7619
73	0.5632	0.5778	0.5714	0.5238
75	0.5000	0.2667	0.8182	0.6522
77	0.3111	0.2000	0.5238	0.3333
78	0.2778	0.0889	0.4348	0.5000
79	0.4000	0.2444	0.4545	0.6522
80	0.4111	0.2889	0.9130	0.1364
82	0.5000	0.3778	0.4783	0.7727
83	0.5556	0.4444	0.7727	0.5652
84	0.3778	0.1556	0.4783	0.7273
85	0.7556	0.6000	0.8261	1.0000
90	0.3667	0.2222	0.7727	0.2609
93	0.6333	0.4444	0.8696	0.7727
94	0.5556	0.5111	0.7273	0.4783
95	0.5444	0.4667	0.7391	0.5000
96	0.3778	0.0889	0.6957	0.6364
97	0.3444	0.4000	0.4783	0.0909
101	0.2556	0.0889	0.7273	0.1304
102	0.5862	0.4222	0.7143	0.8095
103	0.4222	0.1778	0.9091	0.4348
106	0.4111	0.1778	0.7500	0.5238
