Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5000	0.3333	0.4348	0.9091
3	0.2556	0.0667	0.2609	0.6364
4	0.5222	0.3778	0.5217	0.8182
8	0.3333	0.0667	0.5455	0.6522
10	0.5667	0.4889	0.7500	0.5238
11	0.2778	0.0889	0.6522	0.2727
14	0.3889	0.2222	0.2727	0.8261
16	0.4333	0.3333	0.7727	0.3043
18	0.3111	0.2000	0.1364	0.6957
21	0.4222	0.2000	0.4583	0.8571
22	0.4000	0.2889	0.3636	0.6522
30	0.3556	0.0667	0.7917	0.4762
35	0.5333	0.5778	0.9545	0.0435
37	0.2841	0.1333	0.4545	0.4286
38	0.3000	0.1778	0.1739	0.6818
39	0.3667	0.2667	0.1739	0.7727
41	0.3483	0.1556	0.8261	0.2381
51	0.3222	0.1778	0.5417	0.3810
55	0.5333	0.2222	0.9130	0.7727
56	0.3333	0.1111	1.0000	0.1304
59	0.3111	0.2000	0.0833	0.8095
61	0.4444	0.2889	0.6818	0.5217
64	0.3820	0.1111	0.6522	0.6667
65	0.3889	0.1778	0.3750	0.8571
71	0.5333	0.3333	0.8636	0.6087
78	0.2556	0.1556	0.2174	0.5000
79	0.3333	0.1556	0.5455	0.4783
80	0.5000	0.3556	0.5217	0.7727
81	0.2111	0.0444	0.7727	0.0000
83	0.5222	0.3556	0.7727	0.6087
86	0.3556	0.0667	0.9545	0.3478
89	0.3556	0.2889	0.1667	0.7143
90	0.3778	0.2667	0.7727	0.2174
96	0.2778	0.0444	0.7826	0.2273
98	0.4444	0.2889	0.9130	0.2727
101	0.2889	0.0889	0.7273	0.2609
