Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5556	0.6000	0.3043	0.7273
7	0.6000	0.3111	0.8261	0.9545
10	0.5444	0.4667	0.5000	0.7619
11	0.3556	0.2222	0.9565	0.0000
14	0.3778	0.0889	0.5909	0.7391
15	0.7000	0.7111	0.4348	0.9545
21	0.3444	0.1778	0.1667	0.9048
23	0.4111	0.2444	0.1364	1.0000
25	0.5778	0.5778	0.6364	0.5217
29	0.6778	0.3778	0.9565	1.0000
30	0.3556	0.0667	0.9167	0.3333
31	0.4333	0.2444	0.2727	0.9565
33	0.5111	0.2000	0.9565	0.6818
36	0.4222	0.5111	0.0435	0.6364
41	0.3596	0.1556	0.9565	0.1429
42	0.6889	0.7778	0.7727	0.4348
44	0.5444	0.3333	0.7727	0.7391
47	0.2667	0.1111	0.2500	0.6190
48	0.6444	0.5333	0.5909	0.9130
55	0.7889	0.6444	1.0000	0.8636
56	0.4667	0.2222	0.7727	0.6522
59	0.4111	0.3111	0.2917	0.7619
61	0.5667	0.4444	0.6364	0.7391
62	0.8000	0.6000	1.0000	1.0000
64	0.3708	0.1778	0.3478	0.8095
65	0.3556	0.0889	0.3750	0.9048
66	0.2889	0.1778	0.2273	0.5652
70	0.5222	0.3333	0.9091	0.5217
74	0.3409	0.2889	0.1364	0.6667
76	0.2414	0.0222	0.8095	0.1429
77	0.3667	0.3778	0.3810	0.3333
78	0.3556	0.3333	0.3478	0.4091
79	0.3444	0.2222	0.6364	0.3043
80	0.5778	0.6222	0.8261	0.2273
82	0.4889	0.3333	0.4348	0.8636
83	0.5333	0.4667	0.8182	0.3913
86	0.4333	0.1556	0.7727	0.6522
93	0.6333	0.4667	0.9565	0.6364
96	0.3778	0.2000	0.6522	0.4545
98	0.4444	0.3333	0.7826	0.3182
99	0.2444	0.0444	0.4091	0.4783
105	0.5222	0.3333	0.6087	0.8182
106	0.4222	0.2667	0.4583	0.7143
107	0.3556	0.1111	0.4167	0.8095
108	0.5333	0.4000	0.5909	0.7391
