Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.4333	0.2000	0.5652	0.7727
2	0.4667	0.2222	0.7826	0.6364
4	0.7000	0.7556	0.5217	0.7727
5	0.3556	0.3333	0.0952	0.6250
9	0.3111	0.0444	0.7500	0.3810
16	0.5333	0.4000	0.6364	0.6957
17	0.3444	0.2889	0.7826	0.0000
19	0.4556	0.1556	0.6957	0.8182
20	0.3889	0.2222	0.9130	0.1818
23	0.4778	0.3556	0.4091	0.7826
25	0.6556	0.6222	0.5000	0.8696
26	0.3667	0.2000	0.7083	0.3333
27	0.3667	0.2444	0.2609	0.7273
32	0.7000	0.6222	0.7143	0.8333
33	0.4667	0.1556	0.7826	0.7727
36	0.3667	0.2889	0.6957	0.1818
38	0.3333	0.2222	0.6522	0.2273
39	0.3556	0.3556	0.5652	0.1364
43	0.6111	0.5111	0.9130	0.5000
44	0.5111	0.3111	0.6364	0.7826
45	0.5667	0.5111	0.8696	0.3636
46	0.3222	0.0667	0.8261	0.3182
49	0.7111	0.8000	0.3478	0.9091
50	0.5111	0.3778	0.4783	0.8182
51	0.2889	0.1111	0.3750	0.5714
55	0.6889	0.4667	1.0000	0.8182
56	0.4444	0.1333	0.7273	0.7826
57	0.4111	0.3111	0.5000	0.5238
58	0.3667	0.2222	0.4583	0.5714
59	0.3333	0.1556	0.6250	0.3810
60	0.5778	0.2667	0.8696	0.9091
61	0.6000	0.4222	0.8636	0.6957
63	0.2778	0.1111	0.7273	0.1739
64	0.3820	0.0889	0.8696	0.4762
67	0.3222	0.1778	0.6364	0.3043
69	0.6333	0.7556	0.4167	0.6190
71	0.5667	0.4889	0.7727	0.5217
72	0.6477	0.4444	1.0000	0.7143
73	0.5287	0.4444	0.3333	0.9048
74	0.4091	0.2444	0.5909	0.5714
77	0.3444	0.3111	0.6190	0.1667
80	0.4778	0.3556	0.2609	0.9545
83	0.6556	0.6444	0.8636	0.4783
87	0.3222	0.1111	0.1818	0.8696
89	0.5111	0.5111	0.2917	0.7619
90	0.3778	0.1556	0.9091	0.3043
91	0.3667	0.2000	0.5000	0.5652
93	0.6111	0.4444	0.8261	0.7273
95	0.3889	0.1778	0.4783	0.7273
96	0.3222	0.0667	0.3913	0.7727
102	0.6437	0.4667	0.7619	0.9048
103	0.4000	0.1778	0.8636	0.3913
105	0.4333	0.1556	0.7391	0.6818
108	0.4556	0.2667	0.5909	0.6957
