Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5667	0.5333	0.4783	0.7273
2	0.6444	0.6222	0.5217	0.8182
3	0.2667	0.1111	0.6522	0.1818
4	0.7333	0.9333	0.3913	0.6818
5	0.5222	0.6444	0.0952	0.6667
8	0.4667	0.3111	0.5909	0.6522
10	0.6556	0.6667	0.6667	0.6190
14	0.4444	0.4444	0.1364	0.7391
16	0.6222	0.6889	0.8182	0.3043
17	0.4111	0.3556	0.7391	0.1818
18	0.3444	0.3778	0.2273	0.3913
19	0.6333	0.6444	0.4783	0.7727
20	0.5444	0.6222	0.6957	0.2273
21	0.4333	0.3778	0.0833	0.9524
22	0.6333	0.7556	0.5000	0.5217
23	0.5667	0.5111	0.8636	0.3913
27	0.4667	0.3778	0.6087	0.5000
28	0.5667	0.6444	0.5909	0.3913
32	0.7556	0.8000	0.5238	0.8750
33	0.5111	0.4444	0.3478	0.8182
37	0.3864	0.6444	0.2273	0.0000
38	0.3333	0.3556	0.3913	0.2273
39	0.5000	0.5556	0.5217	0.3636
40	0.4000	0.6222	0.0476	0.2917
41	0.3596	0.2444	0.8261	0.0952
43	0.7444	0.8667	0.6957	0.5455
45	0.7333	0.7556	0.4783	0.9545
46	0.4667	0.4222	0.6957	0.3182
51	0.4444	0.4667	0.3750	0.4762
52	0.7556	0.8000	0.8333	0.5714
55	0.8222	0.8000	0.8696	0.8182
57	0.4111	0.5333	0.0833	0.5238
59	0.4556	0.4667	0.2500	0.6667
60	0.6778	0.5556	0.6522	0.9545
61	0.5889	0.4000	0.8182	0.7391
64	0.4944	0.4000	0.3043	0.9048
65	0.5889	0.4889	0.7083	0.6667
66	0.2222	0.1778	0.0000	0.5217
67	0.3556	0.4000	0.3636	0.2609
68	0.6222	0.7111	0.5455	0.5217
69	0.5778	0.6889	0.5000	0.4286
71	0.7444	0.6667	0.9091	0.7391
72	0.7159	0.5556	1.0000	0.7619
75	0.6111	0.5333	0.5909	0.7826
77	0.3889	0.4444	0.2381	0.4167
78	0.3333	0.3111	0.5652	0.1364
79	0.4000	0.5111	0.3182	0.2609
80	0.6444	0.6222	0.7391	0.5909
83	0.6667	0.8889	0.4545	0.4348
84	0.4000	0.2222	0.4348	0.7273
85	0.8333	0.8222	0.7391	0.9545
89	0.5778	0.7111	0.4167	0.4762
90	0.5889	0.5556	0.6818	0.5652
93	0.7111	0.6222	0.9565	0.6364
94	0.6222	0.7333	0.3636	0.6522
95	0.5556	0.6444	0.3043	0.6364
96	0.5000	0.3556	0.5652	0.7273
97	0.4778	0.7111	0.3913	0.0909
101	0.3556	0.3111	0.7273	0.0870
102	0.7011	0.6000	0.9524	0.6667
103	0.5111	0.5111	0.8182	0.2174
