Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.4889	0.2667	0.7391	0.6818
2	0.5111	0.2222	0.8261	0.7727
3	0.3000	0.0222	0.7826	0.3636
4	0.7556	0.8000	0.6522	0.7727
5	0.4556	0.4222	0.4286	0.5417
8	0.3444	0.0667	0.9091	0.3478
10	0.5556	0.4667	0.6667	0.6190
14	0.3778	0.2000	0.3636	0.7391
16	0.4222	0.2444	0.6364	0.5652
17	0.3222	0.1556	0.6522	0.3182
18	0.3000	0.2667	0.4091	0.2609
19	0.4889	0.3111	0.5217	0.8182
20	0.4222	0.3111	0.5652	0.5000
21	0.3222	0.1333	0.1250	0.9524
22	0.5111	0.4444	0.7727	0.3913
23	0.5222	0.4667	0.6364	0.5217
27	0.3778	0.2444	0.3478	0.6818
28	0.4222	0.3333	0.5000	0.5217
32	0.6333	0.4889	0.6667	0.8750
33	0.5444	0.2889	0.8696	0.7273
37	0.2614	0.0444	0.9545	0.0000
38	0.3778	0.2889	0.5652	0.3636
39	0.4111	0.2667	0.6957	0.4091
40	0.3778	0.3333	0.4286	0.4167
41	0.4157	0.3778	0.6522	0.2381
43	0.6667	0.5556	0.9130	0.6364
45	0.6778	0.6667	0.8696	0.5000
46	0.3333	0.0889	0.9565	0.1818
51	0.3556	0.2444	0.5833	0.3333
52	0.6667	0.4889	0.9167	0.7619
55	0.6444	0.3333	1.0000	0.9091
57	0.3667	0.2667	0.3333	0.6190
59	0.3444	0.2889	0.4167	0.3810
60	0.6222	0.4222	0.7826	0.8636
61	0.5667	0.3333	0.9091	0.6957
64	0.4607	0.2222	0.6522	0.7619
65	0.3556	0.0444	0.7917	0.5238
66	0.2111	0.0889	0.0909	0.5652
67	0.3000	0.1333	0.6364	0.3043
68	0.4333	0.2889	0.7273	0.4348
69	0.5667	0.5556	0.2500	0.9524
71	0.6222	0.5333	0.8636	0.5652
72	0.7386	0.5111	1.0000	0.9524
75	0.5000	0.2667	0.6818	0.7826
77	0.2889	0.2000	0.6190	0.1667
78	0.2556	0.1333	0.1304	0.6364
79	0.3111	0.2000	0.3636	0.4783
80	0.5333	0.4667	0.5217	0.6818
83	0.6444	0.6444	0.7727	0.5217
84	0.3556	0.1111	0.4348	0.7727
85	0.7444	0.6000	0.7826	1.0000
89	0.5000	0.4222	0.5000	0.6667
90	0.4222	0.2889	0.6364	0.4783
93	0.6222	0.4444	0.9565	0.6364
94	0.5889	0.6222	0.8182	0.3043
95	0.4000	0.1778	0.6957	0.5455
96	0.3778	0.0889	0.8696	0.4545
97	0.4556	0.6222	0.4348	0.1364
101	0.2667	0.0444	0.8182	0.1739
102	0.6552	0.5111	0.7619	0.8571
103	0.3556	0.0889	0.9545	0.3043
