Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.4889	0.3333	0.6522	0.6364
2	0.4778	0.3556	0.5652	0.6364
3	0.2111	0.0889	0.3913	0.2727
6	0.3333	0.1778	0.3333	0.6667
8	0.4000	0.1111	0.9091	0.4783
9	0.3000	0.0222	0.7500	0.3810
10	0.4778	0.3778	0.6250	0.5238
11	0.2444	0.1111	0.6087	0.1364
12	0.3778	0.0667	1.0000	0.4167
13	0.4556	0.1333	0.8696	0.6818
15	0.6000	0.5778	0.2609	1.0000
16	0.4556	0.3333	0.9091	0.2609
17	0.4222	0.3111	0.8261	0.2273
18	0.3778	0.4000	0.0455	0.6522
19	0.5333	0.3111	0.6957	0.8182
20	0.5333	0.4889	0.6957	0.4545
21	0.4000	0.2222	0.2500	0.9524
23	0.5111	0.3778	0.3636	0.9130
24	0.3778	0.2889	0.5909	0.3478
25	0.7222	0.7778	0.5909	0.7391
26	0.3444	0.1778	0.6667	0.3333
27	0.3667	0.2667	0.3043	0.6364
30	0.3444	0.0667	0.9583	0.2381
32	0.7000	0.6667	0.8095	0.6667
33	0.5111	0.2889	1.0000	0.4545
36	0.4667	0.4222	0.3478	0.6818
37	0.2955	0.1778	0.8182	0.0000
38	0.3667	0.2667	0.6957	0.2273
41	0.2809	0.0889	0.8261	0.0952
44	0.5444	0.3556	0.6818	0.7826
45	0.6000	0.4667	0.6957	0.7727
46	0.3222	0.1333	0.8696	0.1364
47	0.3111	0.1111	0.6667	0.3333
49	0.6778	0.6889	0.6522	0.6818
50	0.4222	0.4222	0.5652	0.2727
53	0.3667	0.1111	0.3636	0.8696
55	0.7556	0.6222	0.9130	0.8636
56	0.4222	0.1333	0.9091	0.5217
57	0.4556	0.3556	0.3333	0.8095
58	0.3667	0.1333	0.7500	0.4286
59	0.3667	0.2000	0.2917	0.8095
61	0.4667	0.2667	0.6818	0.6522
63	0.3000	0.1778	0.5455	0.3043
64	0.3596	0.0889	0.3913	0.9048
65	0.3778	0.0444	0.5417	0.9048
66	0.2667	0.1778	0.3636	0.3478
67	0.3111	0.2222	0.5000	0.3043
69	0.5778	0.6667	0.4583	0.5238
71	0.5778	0.4889	0.8182	0.5217
72	0.6818	0.4667	0.9545	0.8571
73	0.5747	0.6444	0.3810	0.6190
74	0.3409	0.1778	0.4545	0.5714
76	0.2989	0.1333	0.8571	0.0952
77	0.4111	0.4444	0.3810	0.3750
79	0.3556	0.2667	0.4091	0.4783
80	0.4889	0.4000	0.6087	0.5455
82	0.5222	0.4444	0.5652	0.6364
83	0.5889	0.5778	0.8636	0.3478
86	0.4333	0.2000	0.7273	0.6087
87	0.3889	0.1778	0.4545	0.7391
89	0.4333	0.3111	0.2083	0.9524
91	0.3444	0.1778	0.7727	0.2609
96	0.4111	0.3111	0.6522	0.3636
98	0.4556	0.2889	0.8696	0.3636
99	0.2000	0.0222	0.3182	0.4348
102	0.6897	0.5111	0.8571	0.9048
105	0.5111	0.3556	0.8696	0.4545
107	0.3556	0.0444	0.4583	0.9048
108	0.5000	0.4222	0.5909	0.5652
