Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
3	0.3444	0.4667	0.2609	0.1818
6	0.3111	0.2444	0.2917	0.4762
8	0.6778	0.8000	0.4091	0.6957
9	0.3333	0.2222	0.5833	0.2857
11	0.6000	0.7111	0.5652	0.4091
12	0.4778	0.3556	0.7143	0.5000
13	0.5333	0.4000	0.7826	0.5455
16	0.5889	0.6222	0.5455	0.5652
17	0.4667	0.5111	0.6087	0.2273
18	0.5111	0.7778	0.2273	0.2609
19	0.5333	0.5333	0.4348	0.6364
21	0.4889	0.4667	0.1250	0.9524
23	0.6333	0.5556	0.6818	0.7391
24	0.4000	0.2889	0.5909	0.4348
25	0.7111	0.8667	0.4091	0.6957
26	0.4556	0.4444	0.6250	0.2857
36	0.5111	0.6444	0.5652	0.1818
49	0.5667	1.0000	0.0870	0.1818
50	0.5111	0.6667	0.3913	0.3182
53	0.4222	0.2889	0.2727	0.8261
56	0.6000	0.5111	0.7273	0.6522
58	0.4444	0.4222	0.5833	0.3333
61	0.5778	0.5778	0.6364	0.5217
64	0.4382	0.3556	0.2174	0.8571
73	0.6207	0.6889	0.2857	0.8095
74	0.4318	0.4889	0.2273	0.5238
76	0.2874	0.2222	0.6667	0.0476
83	0.6667	0.8222	0.7727	0.2609
86	0.4889	0.3556	0.5909	0.6522
87	0.3444	0.2222	0.2727	0.6522
91	0.5000	0.4889	0.5000	0.5217
96	0.5000	0.5333	0.2174	0.7273
99	0.2889	0.0667	0.1364	0.8696
108	0.4667	0.4889	0.4545	0.4348
