Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5000	0.6444	0.3913	0.3182
10	0.6222	0.6889	0.5833	0.5238
14	0.5333	0.5778	0.3636	0.6087
20	0.5556	0.7333	0.4348	0.3182
23	0.4889	0.4444	0.2273	0.8261
25	0.6778	0.9333	0.2727	0.5652
27	0.4778	0.5556	0.3043	0.5000
28	0.6000	0.7111	0.4091	0.5652
29	0.7333	0.6000	0.7391	1.0000
31	0.4444	0.2889	0.6818	0.5217
33	0.5889	0.5111	0.7826	0.5455
34	0.6705	0.5556	0.6190	0.9545
35	0.5667	0.5556	0.8636	0.3043
39	0.5222	0.7556	0.1739	0.4091
41	0.5281	0.5111	0.4348	0.6667
44	0.5778	0.6222	0.6364	0.4348
45	0.6111	0.7556	0.6522	0.2727
48	0.7222	0.6444	0.7727	0.8261
52	0.7222	0.8000	0.7917	0.4762
54	0.6556	0.8889	0.4783	0.3636
59	0.4556	0.6000	0.2083	0.4286
62	0.8667	0.9333	0.8696	0.7273
66	0.3556	0.3333	0.2727	0.4783
71	0.6778	0.7556	0.6818	0.5217
72	0.8182	0.6889	0.9545	0.9524
75	0.6222	0.5778	0.5909	0.7391
77	0.3778	0.5111	0.3333	0.1667
78	0.3556	0.4444	0.4348	0.0909
79	0.4444	0.5778	0.3182	0.3043
82	0.5556	0.6889	0.3913	0.4545
83	0.6111	0.6444	0.5909	0.5652
84	0.5444	0.5111	0.5217	0.6364
85	0.7556	0.7556	0.7826	0.7273
90	0.5222	0.5778	0.4091	0.5217
93	0.7000	0.7556	0.7826	0.5000
94	0.4667	0.3333	0.8636	0.3478
98	0.5000	0.4889	0.6087	0.4091
101	0.5111	0.5778	0.6818	0.2174
103	0.5556	0.6222	0.5909	0.3913
105	0.6000	0.6667	0.5652	0.5000
106	0.4889	0.6667	0.2917	0.3333
108	0.5222	0.7556	0.1818	0.3913
