Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5556	0.4889	0.6087	0.6364
2	0.5333	0.4889	0.5652	0.5909
3	0.2556	0.1556	0.6087	0.0909
6	0.3889	0.4444	0.1667	0.5238
8	0.6222	0.7556	0.5909	0.3913
9	0.4111	0.3778	0.5417	0.3333
11	0.5333	0.6000	0.6087	0.3182
12	0.4667	0.4889	0.6667	0.2500
13	0.5889	0.5778	0.6957	0.5000
15	0.8667	0.9333	0.8261	0.7727
16	0.5556	0.5778	0.5455	0.5217
17	0.4556	0.5556	0.3913	0.3182
18	0.4778	0.5556	0.5000	0.3043
19	0.5667	0.5778	0.6087	0.5000
21	0.6000	0.6889	0.4167	0.6190
23	0.5222	0.4889	0.5909	0.5217
24	0.3556	0.3556	0.0909	0.6087
25	0.6667	0.8222	0.6818	0.3478
26	0.5111	0.6222	0.5000	0.2857
30	0.4000	0.2000	0.6667	0.5238
33	0.6333	0.5333	0.7391	0.7273
36	0.5889	0.7778	0.5652	0.2273
37	0.3409	0.3333	0.6364	0.0476
38	0.4444	0.4222	0.5217	0.4091
41	0.4157	0.3111	0.8261	0.1905
44	0.5889	0.6000	0.7273	0.4348
45	0.7000	0.8000	0.8261	0.3636
46	0.4889	0.6000	0.6087	0.1364
47	0.3889	0.3778	0.2083	0.6190
49	0.5667	0.8444	0.2174	0.3636
50	0.5000	0.7556	0.2609	0.2273
53	0.3667	0.2222	0.4091	0.6087
55	0.6667	0.7111	0.4348	0.8182
56	0.6444	0.6889	0.7273	0.4783
57	0.5333	0.6889	0.3750	0.3810
58	0.4778	0.6889	0.3333	0.1905
59	0.4556	0.5333	0.3333	0.4286
61	0.5889	0.7778	0.4545	0.3478
63	0.4556	0.3556	0.4545	0.6522
64	0.4270	0.3556	0.2609	0.7619
65	0.4222	0.5111	0.4167	0.2381
66	0.3889	0.3333	0.4545	0.4348
67	0.4444	0.5778	0.2727	0.3478
71	0.6556	0.8000	0.5455	0.4783
73	0.6207	0.7333	0.4762	0.5238
74	0.4432	0.4444	0.4091	0.4762
76	0.3103	0.3111	0.5238	0.0952
77	0.3444	0.3111	0.4762	0.2917
79	0.5000	0.7556	0.3182	0.1739
80	0.5778	0.6444	0.5217	0.5000
83	0.6444	0.7333	0.5909	0.5217
86	0.6444	0.7111	0.5909	0.5652
87	0.3889	0.4222	0.3182	0.3913
89	0.4778	0.4889	0.4167	0.5238
91	0.4556	0.4889	0.5909	0.2609
96	0.5667	0.8444	0.3043	0.2727
98	0.4778	0.5333	0.3478	0.5000
99	0.2778	0.3333	0.1364	0.3043
107	0.3778	0.3778	0.5000	0.2381
108	0.4778	0.7111	0.0909	0.3913
