Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.6000	0.4889	0.4783	0.9545
7	0.7889	0.6444	0.9130	0.9545
8	0.5778	0.4667	0.6818	0.6957
10	0.7000	0.7111	0.7500	0.6190
11	0.4889	0.4889	0.9130	0.0455
12	0.5556	0.5778	0.7143	0.3750
14	0.5000	0.5556	0.1364	0.7391
15	0.8556	0.9111	0.7826	0.8182
20	0.5667	0.6889	0.6957	0.1818
21	0.4889	0.4889	0.1667	0.8571
23	0.6111	0.6222	0.5455	0.6522
25	0.6667	0.8667	0.3182	0.6087
27	0.4444	0.4889	0.2174	0.5909
28	0.5889	0.6667	0.5000	0.5217
29	0.7889	0.6222	0.9130	1.0000
30	0.4667	0.3333	0.9167	0.2381
31	0.4444	0.1333	0.8182	0.6957
33	0.5556	0.4444	0.9565	0.3636
34	0.6818	0.5333	0.7143	0.9545
35	0.6889	0.7556	0.9545	0.3043
41	0.4607	0.5111	0.7391	0.0476
42	0.6222	0.6889	0.8636	0.2609
44	0.6667	0.6667	0.7273	0.6087
47	0.3889	0.3778	0.2500	0.5714
48	0.5889	0.5556	0.9545	0.3043
52	0.7444	0.7333	0.6667	0.8571
54	0.6444	0.7111	0.7826	0.3636
55	0.7667	0.6889	0.8261	0.8636
56	0.6778	0.6222	0.5909	0.8696
57	0.4444	0.6444	0.2917	0.1905
59	0.4556	0.5111	0.2917	0.5238
61	0.6333	0.5333	0.6818	0.7826
62	0.9000	0.8444	0.9565	0.9545
64	0.5056	0.4889	0.1739	0.9048
65	0.5667	0.5556	0.5417	0.6190
66	0.2556	0.2667	0.2727	0.2174
70	0.5778	0.4222	0.6364	0.8261
71	0.6444	0.5111	0.9545	0.6087
72	0.7955	0.6444	0.9545	0.9524
74	0.4659	0.5111	0.3182	0.5238
75	0.7111	0.6667	0.5909	0.9130
77	0.4444	0.6000	0.4286	0.1667
78	0.3444	0.4222	0.3478	0.1818
79	0.4556	0.6444	0.3182	0.2174
80	0.7000	0.8444	0.3478	0.7727
81	0.4000	0.6000	0.4091	0.0000
82	0.5222	0.5333	0.4783	0.5455
83	0.5333	0.5556	0.8182	0.2174
84	0.4778	0.4222	0.3478	0.7273
85	0.8000	0.9111	0.6087	0.7727
86	0.5111	0.4000	0.6364	0.6087
90	0.5778	0.6889	0.4091	0.5217
93	0.7000	0.6667	0.9130	0.5455
94	0.4556	0.2889	0.2273	1.0000
96	0.5333	0.4444	0.6522	0.5909
98	0.5111	0.4667	0.7391	0.3636
99	0.4111	0.4444	0.2727	0.4783
103	0.4889	0.5333	0.5455	0.3478
105	0.7000	0.6667	0.8261	0.6364
106	0.4333	0.4000	0.4583	0.4762
107	0.4000	0.3556	0.5000	0.3810
108	0.5667	0.6667	0.3636	0.5652
