Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5667	0.5333	0.6087	0.5909
2	0.6222	0.5333	0.5217	0.9091
6	0.3222	0.3333	0.2917	0.3333
9	0.3333	0.2667	0.5417	0.2381
10	0.5889	0.7111	0.5000	0.4286
11	0.5333	0.5111	0.6957	0.4091
13	0.5000	0.3556	0.9130	0.3636
15	0.8667	0.9111	0.8261	0.8182
16	0.6222	0.6222	0.6818	0.5652
19	0.6000	0.5333	0.5652	0.7727
20	0.5444	0.6889	0.4783	0.3182
21	0.5444	0.5556	0.2500	0.8571
23	0.5333	0.4444	0.3182	0.9130
25	0.6778	0.8667	0.4091	0.5652
26	0.4333	0.4667	0.5417	0.2381
32	0.7889	0.7556	0.7619	0.8750
33	0.5556	0.4000	0.8696	0.5455
36	0.6444	0.8444	0.5652	0.3182
38	0.3556	0.3333	0.3478	0.4091
39	0.4444	0.5778	0.3043	0.3182
41	0.3933	0.2889	0.9130	0.0476
43	0.6778	0.8444	0.6957	0.3182
44	0.5889	0.5556	0.9091	0.3478
45	0.7556	0.7556	0.8696	0.6364
47	0.3667	0.2667	0.3333	0.6190
49	0.7778	0.9778	0.2609	0.9091
50	0.5333	0.6000	0.6087	0.3182
55	0.8222	0.8222	0.7826	0.8636
57	0.4889	0.5778	0.3333	0.4762
58	0.4444	0.2889	0.8750	0.2857
59	0.4333	0.4000	0.6667	0.2381
64	0.4719	0.3111	0.4348	0.8571
65	0.4556	0.3778	0.3333	0.7619
66	0.2000	0.1111	0.4091	0.1739
69	0.6556	0.8444	0.5000	0.4286
70	0.4333	0.2222	0.5909	0.6957
71	0.6333	0.6667	0.6818	0.5217
73	0.6667	0.6889	0.4286	0.8571
74	0.4091	0.4667	0.1364	0.5714
76	0.2759	0.2667	0.4286	0.1429
77	0.4889	0.5111	0.6667	0.2917
78	0.3333	0.3556	0.2609	0.3636
79	0.3667	0.5778	0.1818	0.1304
80	0.6556	0.7111	0.4783	0.7273
83	0.6778	0.8000	0.6364	0.4783
86	0.5000	0.3333	0.5909	0.7391
87	0.3556	0.2889	0.1818	0.6522
89	0.6222	0.7778	0.2500	0.7143
91	0.4778	0.4000	0.6818	0.4348
96	0.4778	0.4444	0.5217	0.5000
99	0.3000	0.2000	0.0909	0.6957
102	0.7011	0.7111	0.4286	0.9524
103	0.4444	0.3333	0.7727	0.3478
105	0.6778	0.6444	0.7826	0.6364
108	0.5000	0.4889	0.4091	0.6087
