Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
3	0.3667	0.4222	0.3478	0.2727
6	0.3889	0.3556	0.2917	0.5714
7	0.8000	0.7333	0.7826	0.9545
8	0.5667	0.6000	0.3636	0.6957
9	0.2556	0.1556	0.3750	0.3333
11	0.5222	0.5111	0.5217	0.5455
12	0.5222	0.4222	0.9048	0.3750
13	0.5111	0.3333	0.5652	0.8182
14	0.5444	0.6444	0.0909	0.7826
15	0.8222	0.8667	0.6957	0.8636
16	0.6889	0.6889	0.6818	0.6957
17	0.5111	0.5111	0.6087	0.4091
18	0.3222	0.2889	0.0455	0.6522
19	0.6000	0.6000	0.6087	0.5909
21	0.5000	0.5556	0.1250	0.8095
23	0.6111	0.5556	0.5000	0.8261
24	0.3444	0.1333	0.5455	0.5652
25	0.7444	0.8889	0.5000	0.6957
26	0.5000	0.5111	0.5417	0.4286
30	0.4556	0.3111	0.9167	0.2381
36	0.5000	0.5778	0.3478	0.5000
37	0.2727	0.2444	0.5909	0.0000
38	0.4889	0.6000	0.3478	0.4091
44	0.6333	0.5556	1.0000	0.4348
45	0.7222	0.8444	0.9565	0.2273
47	0.3889	0.2889	0.5000	0.4762
49	0.6444	0.9333	0.2609	0.4545
50	0.4333	0.6000	0.3478	0.1818
53	0.4444	0.2444	0.4545	0.8261
55	0.7889	0.8444	0.7391	0.7273
56	0.5667	0.3556	0.6364	0.9130
58	0.4667	0.4444	0.5417	0.4286
59	0.4444	0.5778	0.2917	0.3333
61	0.5667	0.4889	0.4545	0.8261
64	0.4831	0.4222	0.2174	0.9048
65	0.3889	0.1778	0.4583	0.7619
66	0.3333	0.4000	0.3636	0.1739
70	0.5222	0.4889	0.6818	0.4348
73	0.6897	0.7778	0.4762	0.7143
74	0.4773	0.5778	0.2727	0.4762
76	0.2759	0.3111	0.3810	0.0952
79	0.4000	0.5778	0.3636	0.0870
80	0.6778	0.7333	0.6522	0.5909
81	0.4000	0.5556	0.4545	0.0435
83	0.6444	0.8222	0.6818	0.2609
86	0.4778	0.2667	0.5455	0.8261
87	0.3222	0.2889	0.1818	0.5217
89	0.6111	0.6889	0.3750	0.7143
91	0.4556	0.4444	0.4091	0.5217
96	0.5000	0.5556	0.3043	0.5909
98	0.5222	0.5111	0.6957	0.3636
99	0.2778	0.1778	0.5455	0.2174
107	0.3556	0.3333	0.4583	0.2857
108	0.5222	0.5333	0.4091	0.6087
