Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.4889	0.4222	0.3913	0.7273
2	0.5889	0.6667	0.3043	0.7273
5	0.4667	0.6000	0.0952	0.5417
10	0.6444	0.6667	0.5833	0.6667
14	0.4444	0.4667	0.0909	0.7391
15	0.7667	0.7778	0.5217	1.0000
20	0.5333	0.6222	0.5652	0.3182
27	0.4556	0.4667	0.3478	0.5455
28	0.5556	0.6444	0.5455	0.3913
32	0.8222	0.8667	0.7143	0.8333
33	0.5000	0.3778	0.7826	0.4545
38	0.4222	0.4667	0.3478	0.4091
39	0.4333	0.6444	0.2609	0.1818
40	0.5000	0.8222	0.0952	0.2500
41	0.4270	0.4222	0.7826	0.0476
43	0.7222	0.8222	0.8261	0.4091
44	0.6111	0.6222	0.7727	0.4348
45	0.7667	0.8667	0.6522	0.6818
46	0.4333	0.4000	0.7391	0.1818
48	0.5667	0.3333	0.8636	0.7391
51	0.4333	0.4667	0.5000	0.2857
52	0.6778	0.6444	0.7083	0.7143
57	0.4556	0.6222	0.1667	0.4286
59	0.4556	0.5333	0.2917	0.4762
60	0.7000	0.5778	0.6957	0.9545
62	0.8444	0.7111	1.0000	0.9545
64	0.5393	0.5111	0.3478	0.8095
65	0.5222	0.4444	0.5417	0.6667
66	0.2333	0.2222	0.2273	0.2609
68	0.6333	0.6889	0.5000	0.6522
69	0.5889	0.7333	0.2917	0.6190
71	0.6889	0.6000	0.9091	0.6522
72	0.7159	0.5778	1.0000	0.7143
75	0.5667	0.4444	0.7727	0.6087
77	0.4111	0.3778	0.7143	0.2083
78	0.3556	0.4000	0.1739	0.4545
79	0.3778	0.4667	0.1364	0.4348
82	0.5222	0.4889	0.3913	0.7273
84	0.4667	0.3778	0.3913	0.7273
85	0.8333	0.8889	0.6522	0.9091
87	0.3889	0.3556	0.0909	0.7391
90	0.5556	0.5778	0.6364	0.4348
93	0.6889	0.6444	0.9130	0.5455
94	0.7000	0.7778	0.5909	0.6522
95	0.6000	0.6000	0.5652	0.6364
97	0.4778	0.7333	0.3913	0.0455
98	0.5333	0.4222	0.8696	0.4091
101	0.4444	0.5333	0.6364	0.0870
102	0.6552	0.4667	0.8571	0.8571
103	0.5333	0.5333	0.6364	0.4348
105	0.6000	0.5778	0.6087	0.6364
106	0.5111	0.3778	0.9167	0.3333
108	0.5222	0.5556	0.3636	0.6087
