Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5556	0.6000	0.4348	0.5909
2	0.6444	0.6444	0.4348	0.8636
4	0.6444	0.9333	0.0870	0.6364
5	0.4889	0.5556	0.0952	0.7083
6	0.3778	0.4000	0.5417	0.1429
8	0.6333	0.6889	0.4545	0.6957
9	0.3222	0.1111	0.7500	0.2857
11	0.6778	0.7333	0.7391	0.5000
12	0.5556	0.5333	0.8095	0.3750
14	0.4111	0.3778	0.0455	0.8261
15	0.8667	0.9556	0.8261	0.7273
16	0.6333	0.7556	0.5909	0.4348
17	0.4222	0.4000	0.5652	0.3182
19	0.6667	0.6667	0.6522	0.6818
20	0.5667	0.6222	0.6087	0.4091
21	0.5444	0.5333	0.2083	0.9524
23	0.5556	0.4667	0.5000	0.7826
24	0.4222	0.3778	0.4545	0.4783
26	0.4556	0.6222	0.3333	0.2381
27	0.4111	0.4000	0.2609	0.5909
30	0.3778	0.1333	1.0000	0.1905
32	0.7778	0.8889	0.7619	0.5833
38	0.4222	0.5778	0.2609	0.2727
39	0.5111	0.6000	0.4348	0.4091
43	0.6444	0.8667	0.5217	0.3182
45	0.7333	0.8444	0.6087	0.6364
46	0.4444	0.3556	0.7391	0.3182
50	0.5778	0.8222	0.3913	0.2727
51	0.4889	0.5778	0.3750	0.4286
53	0.3333	0.2000	0.5455	0.3913
57	0.5000	0.6889	0.3333	0.2857
58	0.3444	0.2667	0.3333	0.5238
59	0.4556	0.4667	0.5000	0.3810
60	0.6333	0.4667	0.6522	0.9545
61	0.5556	0.4667	0.5455	0.7391
63	0.4556	0.5111	0.2727	0.5217
64	0.5169	0.4444	0.2609	0.9524
66	0.2889	0.2889	0.0909	0.4783
67	0.3667	0.4222	0.4091	0.2174
68	0.6556	0.8000	0.8636	0.1739
69	0.6333	0.7778	0.5833	0.3810
71	0.6444	0.5111	0.8636	0.6957
73	0.6437	0.7333	0.2857	0.8095
74	0.4545	0.5556	0.2727	0.4286
80	0.6889	0.6667	0.6957	0.7273
85	0.8444	0.8444	0.7391	0.9545
86	0.6000	0.5111	0.4091	0.9565
87	0.3333	0.2444	0.4545	0.3913
89	0.6111	0.8222	0.3333	0.4762
90	0.5778	0.6444	0.5455	0.4783
91	0.4222	0.4000	0.5909	0.3043
95	0.6222	0.6889	0.5217	0.5909
96	0.5667	0.5556	0.5217	0.6364
101	0.4222	0.4000	0.7727	0.1304
102	0.7701	0.7111	0.8571	0.8095
103	0.4444	0.4667	0.6818	0.1739
