Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.6111	0.6222	0.3913	0.8182
2	0.5778	0.4889	0.6522	0.6818
3	0.2778	0.3111	0.3043	0.1818
4	0.7222	0.8667	0.3913	0.7727
5	0.4667	0.5556	0.0952	0.6250
6	0.4000	0.4444	0.1667	0.5714
8	0.5667	0.6444	0.4091	0.5652
9	0.2333	0.1333	0.3333	0.3333
10	0.6556	0.7111	0.5833	0.6190
11	0.6111	0.6667	0.6522	0.4545
12	0.5000	0.5556	0.8571	0.0833
13	0.5333	0.3333	0.8261	0.6364
14	0.4000	0.3333	0.0455	0.8696
15	0.8222	0.9111	0.5217	0.9545
16	0.6111	0.7111	0.6818	0.3478
17	0.4667	0.4444	0.7826	0.1818
18	0.3778	0.5778	0.0455	0.3043
19	0.5667	0.5778	0.5652	0.5455
20	0.5222	0.5111	0.7826	0.2727
22	0.5111	0.6000	0.2727	0.5652
23	0.5889	0.5333	0.5455	0.7391
24	0.3778	0.2667	0.6818	0.3043
25	0.7222	0.8889	0.3636	0.7391
26	0.5111	0.5333	0.5833	0.3810
27	0.4444	0.5111	0.1739	0.5909
28	0.5667	0.6222	0.5455	0.4783
30	0.4889	0.3556	1.0000	0.1905
32	0.7778	0.7778	0.9048	0.6667
33	0.5778	0.4667	0.6087	0.7727
35	0.6000	0.6222	1.0000	0.1739
36	0.6333	0.8222	0.3913	0.5000
37	0.2955	0.3333	0.5000	0.0000
38	0.3667	0.3778	0.4348	0.2727
39	0.4444	0.6000	0.3043	0.2727
40	0.4333	0.6889	0.1429	0.2083
41	0.4382	0.4444	0.7826	0.0476
43	0.7000	0.6889	0.8696	0.5455
44	0.6444	0.6222	0.6364	0.6957
45	0.7444	0.8000	0.8261	0.5455
46	0.4667	0.4000	0.6957	0.3636
49	0.7444	1.0000	0.2609	0.7273
50	0.5778	0.7333	0.4783	0.3636
51	0.5333	0.6889	0.5000	0.2381
52	0.7667	0.7778	0.8750	0.6190
53	0.4333	0.2667	0.5455	0.6522
55	0.7444	0.7111	0.6087	0.9545
56	0.6333	0.5111	0.6818	0.8261
57	0.4556	0.6000	0.2917	0.3333
58	0.4222	0.3111	0.7083	0.3333
59	0.4556	0.5556	0.2917	0.4286
60	0.7000	0.5333	0.7826	0.9545
61	0.6222	0.4889	0.8182	0.6957
63	0.4333	0.4222	0.5455	0.3478
64	0.4494	0.3556	0.2609	0.8571
65	0.5667	0.6444	0.2500	0.7619
66	0.3111	0.2889	0.5000	0.1739
67	0.3667	0.4444	0.4091	0.1739
68	0.6000	0.6444	0.6818	0.4348
69	0.6778	0.7778	0.6667	0.4762
71	0.7111	0.6667	0.8636	0.6522
72	0.7500	0.6667	0.8182	0.8571
73	0.6322	0.7556	0.3810	0.6190
74	0.4091	0.3778	0.2727	0.6190
75	0.6333	0.5111	0.5909	0.9130
76	0.3218	0.3333	0.3333	0.2857
77	0.4556	0.4444	0.7143	0.2500
78	0.3778	0.4667	0.3043	0.2727
79	0.4111	0.6667	0.2727	0.0435
80	0.5889	0.6000	0.3913	0.7727
82	0.5333	0.4889	0.3913	0.7727
83	0.7111	0.8444	0.6364	0.5217
84	0.4333	0.2889	0.3913	0.7727
85	0.8556	0.9111	0.6522	0.9545
86	0.5111	0.3778	0.4545	0.8261
87	0.3333	0.2889	0.1818	0.5652
89	0.6000	0.8222	0.1250	0.6667
90	0.5444	0.5111	0.6818	0.4783
91	0.4556	0.4000	0.6364	0.3913
93	0.6667	0.6222	0.9565	0.4545
94	0.5556	0.5556	0.3636	0.7391
95	0.5889	0.6000	0.6957	0.4545
96	0.5444	0.4222	0.6087	0.7273
97	0.4778	0.7778	0.3043	0.0455
98	0.5111	0.4667	0.9130	0.1818
101	0.4444	0.5556	0.5909	0.0870
102	0.7011	0.5556	0.7619	0.9524
103	0.4667	0.4000	0.7727	0.3043
106	0.4000	0.2667	0.7083	0.3333
108	0.5444	0.6222	0.3636	0.5652
