Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5000	0.2667	0.5217	0.9545
2	0.5000	0.1556	1.0000	0.6818
3	0.3111	0.0667	0.6087	0.5000
4	0.6889	0.6444	0.7391	0.7273
5	0.3667	0.3111	0.1429	0.6667
8	0.3667	0.0444	0.5909	0.7826
10	0.5444	0.4222	0.8333	0.4762
14	0.3778	0.2667	0.1818	0.7826
16	0.3889	0.2444	0.6364	0.4348
18	0.3444	0.3333	0.4091	0.3043
20	0.4333	0.2667	0.7826	0.4091
22	0.4444	0.3111	0.5455	0.6087
27	0.4333	0.2889	0.4783	0.6818
28	0.5444	0.4889	0.7727	0.4348
35	0.4333	0.3333	1.0000	0.0870
37	0.3068	0.4889	0.2273	0.0000
38	0.3333	0.2444	0.3478	0.5000
39	0.3556	0.2889	0.3478	0.5000
40	0.3889	0.3333	0.4762	0.4167
42	0.7556	0.7778	0.8182	0.6522
43	0.7000	0.6000	0.8696	0.7273
46	0.3556	0.1556	0.8261	0.2727
51	0.4222	0.3556	0.5833	0.3810
52	0.5111	0.2444	0.7917	0.7619
55	0.6000	0.2667	0.9565	0.9091
59	0.4222	0.4222	0.0000	0.9048
60	0.5889	0.3333	0.8261	0.8636
61	0.5667	0.2889	0.8636	0.8261
64	0.4270	0.1333	0.6957	0.7619
65	0.3556	0.0222	0.6250	0.7619
66	0.2667	0.1111	0.4091	0.4348
68	0.4000	0.2667	0.6818	0.3913
71	0.5556	0.2444	0.9545	0.7826
75	0.4889	0.2444	0.9091	0.5652
77	0.3000	0.2222	0.5714	0.2083
78	0.3333	0.1778	0.4348	0.5455
79	0.3667	0.1778	0.6818	0.4348
80	0.5111	0.4667	0.5217	0.5909
84	0.3889	0.1778	0.3913	0.8182
85	0.7111	0.5556	0.8696	0.8636
90	0.4333	0.4000	0.4091	0.5217
94	0.4000	0.1333	0.3182	1.0000
95	0.5222	0.4222	0.7826	0.4545
96	0.3556	0.2222	0.8261	0.1364
97	0.3111	0.2667	0.6957	0.0000
101	0.3778	0.2667	0.8636	0.1304
102	0.4713	0.3556	0.8571	0.3333
103	0.3667	0.2000	0.8636	0.2174
106	0.3444	0.1111	0.7500	0.3810
