Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5222	0.4222	0.3043	0.9545
10	0.5000	0.3778	0.7083	0.5238
14	0.3333	0.1556	0.0455	0.9565
20	0.3667	0.2444	0.6957	0.2727
23	0.4778	0.2444	0.6818	0.7391
25	0.6556	0.5556	0.7273	0.7826
27	0.3333	0.1778	0.3043	0.6818
28	0.5000	0.4889	0.5909	0.4348
29	0.6111	0.2889	0.8696	1.0000
31	0.4333	0.0889	0.8636	0.6957
33	0.5444	0.3333	0.6957	0.8182
34	0.7045	0.5111	1.0000	0.8182
35	0.5444	0.5556	0.9545	0.1304
39	0.4111	0.3333	0.4783	0.5000
41	0.4045	0.4222	0.6522	0.0952
44	0.4444	0.2444	0.7727	0.5217
45	0.4667	0.2444	0.7826	0.5909
48	0.6222	0.4667	0.9091	0.6522
52	0.7333	0.6889	0.7500	0.8095
54	0.6889	0.7333	0.6522	0.6364
59	0.4222	0.3556	0.2500	0.7619
62	0.7667	0.5556	1.0000	0.9545
66	0.2778	0.1778	0.3636	0.3913
71	0.6889	0.5778	0.9091	0.6957
72	0.7955	0.6444	0.9545	0.9524
75	0.5889	0.4444	0.6364	0.8261
77	0.3556	0.2889	0.5714	0.2917
78	0.3444	0.2889	0.2174	0.5909
79	0.3333	0.1778	0.3636	0.6087
82	0.5111	0.3111	0.6087	0.8182
83	0.4444	0.2222	0.9091	0.4348
84	0.4778	0.2667	0.6087	0.7727
85	0.8111	0.7778	0.7826	0.9091
90	0.3333	0.1556	0.2727	0.7391
93	0.6556	0.5111	0.9130	0.6818
94	0.5444	0.4889	0.7273	0.4783
98	0.4222	0.2444	0.7826	0.4091
101	0.3556	0.2000	0.6818	0.3478
103	0.4667	0.3333	0.8636	0.3478
105	0.5556	0.5111	0.5217	0.6818
106	0.3667	0.1778	0.5417	0.5714
108	0.5000	0.3556	0.6818	0.6087
