Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5111	0.3333	0.4348	0.9545
3	0.2556	0.1111	0.3913	0.4091
7	0.6000	0.2889	0.8696	0.9545
8	0.4667	0.3111	0.6364	0.6087
10	0.5000	0.4444	0.5833	0.5238
11	0.3222	0.1333	0.6522	0.3636
14	0.3667	0.2000	0.3182	0.7391
15	0.6667	0.6889	0.3913	0.9091
18	0.3444	0.3556	0.2273	0.4348
21	0.4000	0.2222	0.2500	0.9524
23	0.4889	0.2444	0.7273	0.7391
27	0.3556	0.2667	0.2609	0.6364
29	0.5889	0.2667	0.8261	1.0000
30	0.3333	0.0667	0.8750	0.2857
31	0.4778	0.1556	0.8636	0.7391
33	0.6111	0.4222	0.9130	0.6818
35	0.5222	0.5111	1.0000	0.0870
36	0.4333	0.4444	0.7391	0.0909
38	0.3111	0.2000	0.5217	0.3182
42	0.7000	0.8000	0.8636	0.3478
44	0.6000	0.4000	0.7273	0.8696
47	0.2222	0.0889	0.2917	0.4286
48	0.5667	0.4444	0.7273	0.6522
55	0.7333	0.5333	1.0000	0.8636
56	0.5556	0.4444	0.7727	0.5652
59	0.3556	0.2889	0.0833	0.8095
61	0.5111	0.3778	0.5000	0.7826
62	0.7889	0.6000	1.0000	0.9545
64	0.3258	0.2222	0.1739	0.7143
65	0.3333	0.1556	0.3333	0.7143
66	0.2778	0.1778	0.2727	0.4783
70	0.5000	0.3333	0.8182	0.5217
74	0.3977	0.3111	0.4091	0.5714
76	0.2644	0.0222	0.9524	0.0952
77	0.3222	0.3333	0.4286	0.2083
78	0.4333	0.3111	0.8261	0.2727
79	0.3778	0.3111	0.4545	0.4348
81	0.2333	0.0222	0.9091	0.0000
82	0.5444	0.3556	0.7391	0.7273
83	0.4222	0.3111	0.8182	0.2609
86	0.4222	0.2222	0.5909	0.6522
90	0.3667	0.2444	0.3636	0.6087
91	0.3889	0.1333	0.6818	0.6087
93	0.5889	0.4667	0.9130	0.5000
94	0.5111	0.4444	0.6818	0.4783
96	0.3111	0.1111	0.3478	0.6818
98	0.4556	0.3556	0.6957	0.4091
99	0.2333	0.0222	0.8182	0.0870
103	0.4444	0.3111	0.8182	0.3478
105	0.4778	0.3556	0.6087	0.5909
106	0.4222	0.2667	0.6250	0.5238
107	0.4000	0.2667	0.6667	0.3810
108	0.4556	0.3556	0.4091	0.6957
