Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5222	0.3333	0.4783	0.9545
2	0.4778	0.1556	0.8696	0.7273
4	0.6444	0.6222	0.4348	0.9091
9	0.2778	0.0000	0.7083	0.3810
10	0.5111	0.3333	0.7917	0.5714
13	0.4000	0.0889	0.8696	0.5455
15	0.8222	0.7778	0.8261	0.9091
16	0.5000	0.3778	0.8636	0.3913
18	0.2778	0.1333	0.3636	0.4783
19	0.4556	0.2222	0.6522	0.7273
20	0.4556	0.3778	0.8261	0.2273
23	0.5333	0.2889	0.8182	0.7391
25	0.6444	0.5778	0.7273	0.6957
26	0.2778	0.0444	0.7083	0.2857
27	0.3444	0.1556	0.4348	0.6364
28	0.5111	0.4444	0.7273	0.4348
32	0.6556	0.5556	1.0000	0.5417
33	0.5222	0.2667	0.6522	0.9091
36	0.4444	0.4444	0.4783	0.4091
38	0.3444	0.1556	0.5652	0.5000
39	0.3667	0.3778	0.5217	0.1818
41	0.3483	0.2000	0.9130	0.0476
43	0.6889	0.7556	0.6957	0.5455
44	0.5333	0.2889	0.7727	0.7826
45	0.4667	0.2667	0.9565	0.3636
46	0.3111	0.0444	0.9130	0.2273
49	0.7444	0.6444	0.7391	0.9545
50	0.4222	0.2000	0.7826	0.5000
51	0.3333	0.2444	0.4583	0.3810
53	0.3556	0.1111	0.3636	0.8261
55	0.6889	0.5333	0.8696	0.8182
57	0.4778	0.3333	0.5833	0.6667
58	0.2778	0.0444	0.5833	0.4286
59	0.3000	0.1111	0.3750	0.6190
60	0.5778	0.3556	0.6522	0.9545
61	0.5667	0.4000	0.8636	0.6087
64	0.4045	0.1333	0.5217	0.8571
65	0.4000	0.0444	0.7083	0.8095
66	0.2889	0.0889	0.3636	0.6087
67	0.2667	0.0889	0.5909	0.3043
68	0.4444	0.3111	0.6818	0.4783
69	0.6222	0.6667	0.6667	0.4762
71	0.5444	0.3778	0.9545	0.4783
72	0.6591	0.4444	1.0000	0.7619
73	0.5862	0.5111	0.4286	0.9048
74	0.3750	0.2222	0.5909	0.4762
76	0.2989	0.0444	1.0000	0.1429
77	0.3333	0.3333	0.4762	0.2083
79	0.3889	0.2889	0.5909	0.3913
80	0.4556	0.2222	0.5652	0.8182
82	0.4778	0.2667	0.6522	0.7273
83	0.6778	0.6889	0.7727	0.5652
87	0.3222	0.0444	0.2273	0.9565
89	0.4667	0.4000	0.3333	0.7619
91	0.3889	0.1556	0.5455	0.6957
93	0.6444	0.5111	0.8696	0.6818
95	0.5444	0.5333	0.5652	0.5455
96	0.3889	0.2000	0.5217	0.6364
102	0.6552	0.4889	0.9524	0.7143
103	0.3778	0.1111	1.0000	0.3043
105	0.4667	0.2222	0.6957	0.7273
108	0.3667	0.1333	0.6364	0.5652
