Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
2	0.5222	0.3556	0.6087	0.7727
6	0.4111	0.3778	0.5833	0.2857
9	0.4000	0.4222	0.4167	0.3333
11	0.5222	0.7111	0.3478	0.3182
12	0.4000	0.3333	0.5238	0.4167
13	0.5889	0.7333	0.3913	0.5000
15	0.7333	0.8889	0.6522	0.5000
16	0.5778	0.6444	0.4091	0.6087
17	0.4778	0.4889	0.4783	0.4545
19	0.5778	0.5778	0.5217	0.6364
21	0.5778	0.7111	0.2917	0.6190
23	0.5778	0.5111	0.5455	0.7391
24	0.3333	0.3111	0.1818	0.5217
25	0.6444	0.8000	0.5455	0.4348
26	0.4889	0.6444	0.3750	0.2857
36	0.6000	0.7111	0.3478	0.6364
45	0.6556	0.6889	0.8261	0.4091
47	0.3889	0.2889	0.5000	0.4762
49	0.6444	0.9556	0.0435	0.6364
50	0.5889	0.8667	0.2174	0.4091
53	0.4222	0.5778	0.1364	0.3913
56	0.5667	0.4667	0.7727	0.5652
57	0.5000	0.6000	0.3333	0.4762
58	0.5889	0.6889	0.7083	0.2381
61	0.5333	0.7556	0.2727	0.3478
63	0.4778	0.7111	0.1364	0.3478
67	0.3444	0.5556	0.1364	0.1304
73	0.5977	0.8222	0.4286	0.2857
74	0.4545	0.4667	0.4545	0.4286
76	0.2759	0.2889	0.4286	0.0952
83	0.6333	0.8222	0.5909	0.3043
86	0.4667	0.3778	0.4091	0.6957
87	0.3778	0.3556	0.1818	0.6087
89	0.5333	0.6222	0.5417	0.3333
91	0.4778	0.6222	0.5000	0.1739
99	0.3111	0.2222	0.1818	0.6087
108	0.5000	0.8444	0.0909	0.2174
