Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
7	0.6889	0.6000	0.8261	0.7273
10	0.5778	0.6667	0.5000	0.4762
14	0.4444	0.4222	0.1364	0.7826
28	0.5333	0.6667	0.4545	0.3478
29	0.8000	0.7111	0.9130	0.8636
30	0.5667	0.5111	0.7083	0.5238
31	0.5333	0.5556	0.3636	0.6522
33	0.6000	0.5111	0.7826	0.5909
34	0.8182	0.6889	1.0000	0.9091
35	0.7333	0.7556	0.6364	0.7826
41	0.5618	0.7111	0.6522	0.1429
42	0.7667	0.9556	0.6818	0.4783
44	0.6000	0.6000	0.8182	0.3913
48	0.6111	0.6222	0.5455	0.6522
52	0.6667	0.6222	0.9167	0.4762
54	0.7222	0.8889	0.5652	0.5455
55	0.6333	0.6889	0.3478	0.8182
59	0.5111	0.5556	0.3333	0.6190
62	0.8333	0.8667	0.9130	0.6818
65	0.4333	0.4000	0.5833	0.3333
66	0.3444	0.3111	0.3636	0.3913
70	0.6444	0.6222	0.8636	0.4783
72	0.7159	0.6889	0.6364	0.8571
77	0.4778	0.6444	0.3810	0.2500
78	0.3444	0.5333	0.1739	0.1364
81	0.4000	0.4667	0.6818	0.0000
82	0.5556	0.7333	0.3043	0.4545
84	0.5333	0.5111	0.3478	0.7727
93	0.7111	0.7333	0.8696	0.5000
94	0.5222	0.5333	0.7273	0.3043
98	0.4889	0.5778	0.5217	0.2727
103	0.6111	0.7556	0.5455	0.3913
105	0.6222	0.7778	0.5652	0.3636
106	0.4667	0.5333	0.4583	0.3333
107	0.4444	0.3778	0.3750	0.6667
