Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.4667	0.4222	0.7391	0.2727
3	0.2778	0.2667	0.2609	0.3182
4	0.4889	0.7778	0.1739	0.2273
8	0.5667	0.5556	0.8182	0.3478
10	0.6000	0.6222	0.4583	0.7143
11	0.5222	0.6444	0.4783	0.3182
14	0.4444	0.5333	0.2727	0.4348
16	0.5778	0.7333	0.5455	0.3043
18	0.5222	0.8444	0.0455	0.3478
21	0.5111	0.5778	0.2917	0.6190
22	0.5556	0.6000	0.5909	0.4348
30	0.5111	0.4667	0.6250	0.4762
35	0.5556	0.4889	0.9091	0.3478
37	0.4545	0.7333	0.0909	0.2381
38	0.4222	0.5556	0.2174	0.3636
39	0.3778	0.5556	0.2174	0.1818
41	0.4157	0.2444	0.9130	0.2381
51	0.4778	0.5556	0.4167	0.3810
55	0.6889	0.7778	0.6087	0.5909
56	0.5000	0.4444	0.6364	0.4783
59	0.5222	0.7333	0.2917	0.3333
61	0.5556	0.6889	0.3182	0.5217
64	0.3708	0.2667	0.2174	0.7619
65	0.4556	0.4889	0.3750	0.4762
71	0.6778	0.7778	0.7273	0.4348
78	0.3444	0.4000	0.2174	0.3636
79	0.4111	0.5778	0.2273	0.2609
80	0.5222	0.6444	0.3913	0.4091
81	0.4111	0.6667	0.2727	0.0435
83	0.6111	0.8667	0.5455	0.1739
86	0.5556	0.6000	0.5455	0.4783
89	0.5222	0.7778	0.2083	0.3333
90	0.5778	0.6889	0.4545	0.4783
96	0.5333	0.5556	0.4348	0.5909
98	0.5222	0.5111	0.5652	0.5000
101	0.4333	0.4000	0.5455	0.3913
