Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
6	0.4222	0.4222	0.4167	0.4286
9	0.4000	0.4444	0.2917	0.4286
11	0.4667	0.4444	0.6087	0.3636
12	0.4444	0.4889	0.4286	0.3750
13	0.5889	0.6889	0.4348	0.5455
15	0.7778	0.9333	0.3913	0.8636
16	0.5556	0.6000	0.3182	0.6957
17	0.3778	0.3778	0.4783	0.2727
19	0.5222	0.7111	0.2609	0.4091
21	0.5444	0.6444	0.3750	0.5238
23	0.5111	0.4000	0.5000	0.7391
24	0.3778	0.3111	0.4545	0.4348
25	0.6444	0.8000	0.6364	0.3478
26	0.5000	0.6667	0.5000	0.1429
30	0.3556	0.1778	0.6667	0.3810
36	0.5667	0.7556	0.3913	0.3636
38	0.4333	0.6889	0.1304	0.2273
41	0.4270	0.3556	0.8261	0.1429
45	0.6444	0.7333	0.7391	0.3636
47	0.3667	0.2667	0.5833	0.3333
49	0.6222	0.9111	0.1304	0.5455
50	0.5000	0.7333	0.2174	0.3182
53	0.4222	0.4000	0.3636	0.5217
55	0.7333	0.8889	0.4348	0.7273
56	0.5222	0.4444	0.5000	0.6957
58	0.6000	0.6889	0.5833	0.4286
59	0.4556	0.5778	0.3750	0.2857
61	0.6000	0.6667	0.4091	0.6522
63	0.4667	0.6444	0.1818	0.3913
64	0.4494	0.2667	0.4348	0.8571
66	0.3444	0.3778	0.2727	0.3478
67	0.3889	0.5556	0.2273	0.2174
73	0.6092	0.8000	0.4762	0.3333
74	0.5000	0.4444	0.5455	0.5714
76	0.3678	0.3556	0.5714	0.1905
79	0.4111	0.5556	0.4091	0.1304
80	0.4889	0.4444	0.4783	0.5909
83	0.6556	0.8889	0.4545	0.3913
86	0.5222	0.3333	0.7273	0.6957
87	0.3889	0.4000	0.1818	0.5652
89	0.5000	0.5333	0.2917	0.6667
91	0.4111	0.3333	0.6818	0.3043
96	0.5000	0.6000	0.3478	0.4545
98	0.5222	0.5111	0.6522	0.4091
99	0.3667	0.5111	0.0909	0.3478
107	0.3444	0.4444	0.2917	0.1905
108	0.5222	0.7333	0.2273	0.3913
