Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.5667	0.6889	0.5652	0.3182
3	0.2222	0.1778	0.3043	0.2273
7	0.7778	0.6889	0.8261	0.9091
10	0.6556	0.7778	0.5000	0.5714
14	0.4000	0.3778	0.3182	0.5217
20	0.5667	0.6667	0.6957	0.2273
23	0.5333	0.5556	0.2727	0.7391
27	0.5000	0.5778	0.4348	0.4091
28	0.6222	0.7778	0.4545	0.4783
29	0.6111	0.4667	0.5652	0.9545
31	0.4889	0.3556	0.5455	0.6957
33	0.5778	0.6000	0.5652	0.5455
34	0.7727	0.5778	1.0000	0.9545
35	0.5333	0.4667	1.0000	0.2174
38	0.4556	0.7333	0.2174	0.1364
39	0.4778	0.7556	0.2174	0.1818
41	0.5393	0.6667	0.6087	0.1905
42	0.7222	0.8667	0.7727	0.3913
44	0.5444	0.5333	0.6818	0.4348
48	0.7000	0.6444	0.6364	0.8696
52	0.7222	0.6444	0.9583	0.6190
54	0.6667	0.7778	0.6087	0.5000
55	0.7556	0.8444	0.7391	0.5909
56	0.5556	0.4667	0.5000	0.7826
59	0.5667	0.6000	0.4167	0.6667
62	0.8778	0.9111	0.8696	0.8182
64	0.5618	0.5111	0.4348	0.8095
65	0.4889	0.6000	0.4583	0.2857
66	0.3889	0.4000	0.3636	0.3913
70	0.6000	0.4889	0.6818	0.7391
71	0.6556	0.6222	0.8182	0.5652
72	0.6932	0.5333	0.7273	1.0000
75	0.6222	0.6444	0.6364	0.5652
77	0.4556	0.5778	0.4762	0.2083
78	0.3222	0.4444	0.0870	0.3182
79	0.3444	0.4889	0.2727	0.1304
82	0.5778	0.6000	0.5652	0.5455
84	0.4556	0.3778	0.4348	0.6364
85	0.8000	0.8000	0.6522	0.9545
90	0.5000	0.6667	0.0455	0.6087
93	0.7222	0.7111	0.8696	0.5909
94	0.4778	0.4444	0.4545	0.5652
96	0.4778	0.5333	0.5652	0.2727
98	0.5667	0.6444	0.6087	0.3636
103	0.5222	0.7556	0.3182	0.2609
105	0.6444	0.8222	0.4783	0.4545
106	0.4889	0.5778	0.5000	0.2857
107	0.5000	0.5778	0.4167	0.4286
